Dates;Destination;Group;Period;Price;Regio;Status;min_price
['13.07.2020', '23.07.2020'];Eriwan;warme-reiseziele;2020-07;250,00 €;Europe;04.10.2019;249,00 €
['13.07.2020', '23.07.2020'];Eriwan;warme-reiseziele;2020-07;249,00 €;Europe;05.10.2019;249,00 €
['13.07.2020', '23.07.2020'];Eriwan;warme-reiseziele;2020-07;249,00 €;Europe;06.10.2019;249,00 €
['13.07.2020', '23.07.2020'];Eriwan;warme-reiseziele;2020-07;249,00 €;Europe;07.10.2019;249,00 €
['13.07.2020', '23.07.2020'];Eriwan;warme-reiseziele;2020-07;249,00 €;Europe;09.10.2019;249,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;118,00 €;Europe;04.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;118,00 €;Europe;04.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;118,00 €;Europe;05.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;118,00 €;Europe;05.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;06.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;06.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;07.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;07.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;09.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;09.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;118,00 €;Europe;04.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;118,00 €;Europe;04.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;118,00 €;Europe;05.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;118,00 €;Europe;05.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;06.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;06.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;07.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;07.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;warme-reiseziele;2020-08;119,00 €;Europe;09.10.2019;118,00 €
['12.08.2020', '26.08.2020'];Faro;sommerferien;2020-08;119,00 €;Europe;09.10.2019;118,00 €
['20.10.2019', '23.10.2019'];Fes;kurzurlaub;2019-10;11,00 €;Europe;04.10.2019;11,00 €
['23.10.2019', '30.10.2019'];Fes;last-minute;2019-10;31,00 €;Europe;09.10.2019;11,00 €
['20.10.2019', '23.10.2019'];Fes;kurzurlaub;2019-10;11,00 €;Europe;04.10.2019;11,00 €
['23.10.2019', '30.10.2019'];Fes;last-minute;2019-10;31,00 €;Europe;09.10.2019;11,00 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;04.10.2019;68 €
['13.10.2019', '16.10.2019'];Florenz;last-minute;2019-10;92,00 €;Europe;04.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;05.10.2019;68 €
['13.10.2019', '16.10.2019'];Florenz;last-minute;2019-10;92,00 €;Europe;05.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;kurzurlaub;2019-11;75,00 €;Europe;06.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;staedtereisen;2019-12;75,00 €;Europe;07.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;07.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;staedtereisen;2019-11;75,00 €;Europe;09.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;kurzurlaub;2019-11;75,00 €;Europe;09.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;18.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;19.10.2019;68 €
['23.10.2019', '06.11.2019'];Florenz;last-minute;2019-10;75,00 €;Europe;19.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;04.10.2019;68 €
['13.10.2019', '16.10.2019'];Florenz;last-minute;2019-10;92,00 €;Europe;04.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;05.10.2019;68 €
['13.10.2019', '16.10.2019'];Florenz;last-minute;2019-10;92,00 €;Europe;05.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;kurzurlaub;2019-11;75,00 €;Europe;06.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;staedtereisen;2019-12;75,00 €;Europe;07.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;07.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;staedtereisen;2019-11;75,00 €;Europe;09.10.2019;68 €
['28.11.2019', '29.11.2019'];Florenz;kurzurlaub;2019-11;75,00 €;Europe;09.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;18.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75,00 €;Europe;19.10.2019;68 €
['23.10.2019', '06.11.2019'];Florenz;last-minute;2019-10;75,00 €;Europe;19.10.2019;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75 €;Europe;2019-10-20;68 €
['23.10.2019', '06.11.2019'];Florenz;last-minute;2019-10;75 €;Europe;2019-10-20;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75 €;Europe;2019-10-22;68 €
['23.10.2019', '06.11.2019'];Florenz;last-minute;2019-10;68 €;Europe;2019-10-22;68 €
['13.12.2019', '15.12.2019'];Florenz;kurzurlaub;2019-12;75 €;Europe;2019-10-26;68 €
['03.09.2020', '17.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;05.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;06.10.2019;161 €
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;164,00 €;Europe;07.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;09.10.2019;161 €
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;161,00 €;Europe;18.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;161,00 €;Europe;19.10.2019;161 €
['03.09.2020', '17.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;05.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;06.10.2019;161 €
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;164,00 €;Europe;07.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162,00 €;Europe;09.10.2019;161 €
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;161,00 €;Europe;18.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;161,00 €;Europe;19.10.2019;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;161 €;Europe;2019-10-20;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162 €;Europe;2019-10-22;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;163 €;Europe;2019-10-26;161 €
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;163 €;Europe;2019-10-26;161 €
['16.10.2019', '23.10.2019'];Girona;staedtereisen;2019-10;45,00 €;Europe;04.10.2019;38,00 €
['16.10.2019', '23.10.2019'];Girona;last-minute;2019-10;45,00 €;Europe;04.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;kurzurlaub;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;staedtereisen;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;last-minute;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['16.10.2019', '23.10.2019'];Girona;staedtereisen;2019-10;45,00 €;Europe;04.10.2019;38,00 €
['16.10.2019', '23.10.2019'];Girona;last-minute;2019-10;45,00 €;Europe;04.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;kurzurlaub;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;staedtereisen;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['20.10.2019', '23.10.2019'];Girona;last-minute;2019-10;38,00 €;Europe;18.10.2019;38,00 €
['21.10.2019', '04.11.2019'];Halifax;last-minute;2019-10;427 €;Europe;2019-10-20;427 €
['31.10.2019', '14.11.2019'];Hatay;last-minute;2019-10;208 €;Europe;2019-10-26;208 €
['01.11.2019', '08.11.2019'];Ibiza;last-minute;2019-11;84,00 €;Europe;18.10.2019;84,00 €
['01.11.2019', '08.11.2019'];Ibiza;last-minute;2019-11;84,00 €;Europe;18.10.2019;84,00 €
['24.10.2019', '28.10.2019'];Jerez de la Frontera;last-minute;2019-10;152,00 €;Europe;19.10.2019;144 €
['24.10.2019', '28.10.2019'];Jerez de la Frontera;last-minute;2019-10;152,00 €;Europe;19.10.2019;144 €
['28.10.2019', '11.11.2019'];Jerez de la Frontera;last-minute;2019-10;154 €;Europe;2019-10-22;144 €
['28.10.2019', '11.11.2019'];Jerez de la Frontera;last-minute;2019-10;144 €;Europe;2019-10-26;144 €
['28.10.2019', '11.11.2019'];Jerez de la Frontera;last-minute;2019-10;144 €;Europe;2019-10-26;144 €
['18.06.2020', '30.06.2020'];Karpathos;warme-reiseziele;2020-06;232,00 €;Europe;18.10.2019;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;222,00 €;Europe;19.10.2019;220 €
['18.06.2020', '30.06.2020'];Karpathos;warme-reiseziele;2020-06;232,00 €;Europe;18.10.2019;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;222,00 €;Europe;19.10.2019;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;222 €;Europe;2019-10-20;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;222 €;Europe;2019-10-22;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;220 €;Europe;2019-10-26;220 €
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;220 €;Europe;2019-10-26;220 €
['24.10.2019', '07.11.2019'];Kerry County;last-minute;2019-10;350,00 €;Europe;19.10.2019;350,00 €
['24.10.2019', '07.11.2019'];Kerry County;last-minute;2019-10;350,00 €;Europe;19.10.2019;350,00 €
['24.10.2019', '07.11.2019'];Kerry County;last-minute;2019-10;380 €;Europe;2019-10-20;350,00 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;77,00 €;Europe;04.10.2019;68 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;76,00 €;Europe;05.10.2019;68 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;76,00 €;Europe;06.10.2019;68 €
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;77,00 €;Europe;07.10.2019;68 €
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;78,00 €;Europe;09.10.2019;68 €
['03.12.2019', '05.12.2019'];Kiew;kurzurlaub;2019-12;83,00 €;Europe;19.10.2019;68 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;77,00 €;Europe;04.10.2019;68 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;76,00 €;Europe;05.10.2019;68 €
['28.11.2019', '03.12.2019'];Kiew;kurzurlaub;2019-11;76,00 €;Europe;06.10.2019;68 €
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;77,00 €;Europe;07.10.2019;68 €
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;78,00 €;Europe;09.10.2019;68 €
['03.12.2019', '05.12.2019'];Kiew;kurzurlaub;2019-12;83,00 €;Europe;19.10.2019;68 €
['03.12.2019', '07.12.2019'];Kiew;kurzurlaub;2019-12;68 €;Europe;2019-10-20;68 €
['03.12.2019', '07.12.2019'];Kiew;kurzurlaub;2019-12;69 €;Europe;2019-10-22;68 €
['06.12.2019', '09.12.2019'];Kishinev;kurzurlaub;2019-12;78,00 €;Europe;18.10.2019;78,00 €
['06.12.2019', '09.12.2019'];Kishinev;kurzurlaub;2019-12;78,00 €;Europe;18.10.2019;78,00 €
['12.08.2020', '22.08.2020'];Korfu;warme-reiseziele;2020-08;150,00 €;Europe;06.10.2019;150,00 €
['12.08.2020', '22.08.2020'];Korfu;sommerferien;2020-08;150,00 €;Europe;06.10.2019;150,00 €
['12.08.2020', '22.08.2020'];Korfu;warme-reiseziele;2020-08;150,00 €;Europe;06.10.2019;150,00 €
['12.08.2020', '22.08.2020'];Korfu;sommerferien;2020-08;150,00 €;Europe;06.10.2019;150,00 €
['09.05.2020', '16.05.2020'];Kos;warme-reiseziele;2020-05;156,00 €;Europe;18.10.2019;156,00 €
['09.05.2020', '16.05.2020'];Kos;warme-reiseziele;2020-05;165,00 €;Europe;19.10.2019;156,00 €
['09.05.2020', '16.05.2020'];Kos;warme-reiseziele;2020-05;156,00 €;Europe;18.10.2019;156,00 €
['09.05.2020', '16.05.2020'];Kos;warme-reiseziele;2020-05;165,00 €;Europe;19.10.2019;156,00 €
['10.07.2020', '18.07.2020'];Kos;warme-reiseziele;2020-07;174 €;Europe;2019-10-26;156,00 €
['10.07.2020', '18.07.2020'];Kos;warme-reiseziele;2020-07;174 €;Europe;2019-10-26;156,00 €
['03.11.2019', '13.11.2019'];Kreta Heraklion;last-minute;2019-11;118 €;Europe;2019-10-26;118 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;95,00 €;Europe;04.10.2019;81,00 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;81,00 €;Europe;05.10.2019;81,00 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;85,00 €;Europe;06.10.2019;81,00 €
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;87,00 €;Europe;07.10.2019;81,00 €
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;86,00 €;Europe;09.10.2019;81,00 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;95,00 €;Europe;04.10.2019;81,00 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;81,00 €;Europe;05.10.2019;81,00 €
['15.10.2019', '28.10.2019'];Kutaisi;last-minute;2019-10;85,00 €;Europe;06.10.2019;81,00 €
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;87,00 €;Europe;07.10.2019;81,00 €
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;86,00 €;Europe;09.10.2019;81,00 €
['12.10.2019', '17.10.2019'];Lamezia Terme;last-minute;2019-10;108,00 €;Europe;04.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;111,00 €;Europe;05.10.2019;108,00 €
['12.10.2019', '17.10.2019'];Lamezia Terme;last-minute;2019-10;108,00 €;Europe;06.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;112,00 €;Europe;07.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;112,00 €;Europe;09.10.2019;108,00 €
['12.10.2019', '17.10.2019'];Lamezia Terme;last-minute;2019-10;108,00 €;Europe;04.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;111,00 €;Europe;05.10.2019;108,00 €
['12.10.2019', '17.10.2019'];Lamezia Terme;last-minute;2019-10;108,00 €;Europe;06.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;112,00 €;Europe;07.10.2019;108,00 €
['10.10.2019', '24.10.2019'];Lamezia Terme;last-minute;2019-10;112,00 €;Europe;09.10.2019;108,00 €
['30.11.2019', '07.12.2019'];Las Palmas;warme-reiseziele;2019-11;88 €;Europe;2019-10-26;88 €
['30.11.2019', '07.12.2019'];Las Palmas;warme-reiseziele;2019-11;90 €;Europe;2019-10-26;88 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;04.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;04.10.2019;10 €
['12.06.2020', '22.06.2020'];Lissabon;warme-reiseziele;2020-06;123,00 €;Europe;04.10.2019;10 €
['20.08.2020', '04.09.2020'];Lissabon;sommerferien;2020-08;141,00 €;Europe;04.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;05.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;05.10.2019;10 €
['05.08.2020', '12.08.2020'];Lissabon;warme-reiseziele;2020-08;106,00 €;Europe;05.10.2019;10 €
['05.08.2020', '12.08.2020'];Lissabon;sommerferien;2020-08;106,00 €;Europe;05.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;06.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;06.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;06.10.2019;10 €
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;51,00 €;Europe;07.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;07.10.2019;10 €
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;48,00 €;Europe;09.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;09.10.2019;10 €
['27.07.2020', '03.08.2020'];Lissabon;sommerferien;2020-07;113,00 €;Europe;18.10.2019;10 €
['14.02.2020', '16.02.2020'];Lissabon;kurzurlaub;2020-02;60,00 €;Europe;18.10.2019;10 €
['24.01.2020', '31.01.2020'];Lissabon;staedtereisen;2020-01;55,00 €;Europe;18.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;18.10.2019;10 €
['30.07.2020', '06.08.2020'];Lissabon;sommerferien;2020-07;113,00 €;Europe;19.10.2019;10 €
['14.02.2020', '16.02.2020'];Lissabon;kurzurlaub;2020-02;60,00 €;Europe;19.10.2019;10 €
['24.01.2020', '31.01.2020'];Lissabon;staedtereisen;2020-01;52,00 €;Europe;19.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;19.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;04.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;04.10.2019;10 €
['12.06.2020', '22.06.2020'];Lissabon;warme-reiseziele;2020-06;123,00 €;Europe;04.10.2019;10 €
['20.08.2020', '04.09.2020'];Lissabon;sommerferien;2020-08;141,00 €;Europe;04.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;05.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;05.10.2019;10 €
['05.08.2020', '12.08.2020'];Lissabon;warme-reiseziele;2020-08;106,00 €;Europe;05.10.2019;10 €
['05.08.2020', '12.08.2020'];Lissabon;sommerferien;2020-08;106,00 €;Europe;05.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35,00 €;Europe;06.10.2019;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35,00 €;Europe;06.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;06.10.2019;10 €
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;51,00 €;Europe;07.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;07.10.2019;10 €
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;48,00 €;Europe;09.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;09.10.2019;10 €
['27.07.2020', '03.08.2020'];Lissabon;sommerferien;2020-07;113,00 €;Europe;18.10.2019;10 €
['14.02.2020', '16.02.2020'];Lissabon;kurzurlaub;2020-02;60,00 €;Europe;18.10.2019;10 €
['24.01.2020', '31.01.2020'];Lissabon;staedtereisen;2020-01;55,00 €;Europe;18.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;18.10.2019;10 €
['30.07.2020', '06.08.2020'];Lissabon;sommerferien;2020-07;113,00 €;Europe;19.10.2019;10 €
['14.02.2020', '16.02.2020'];Lissabon;kurzurlaub;2020-02;60,00 €;Europe;19.10.2019;10 €
['24.01.2020', '31.01.2020'];Lissabon;staedtereisen;2020-01;52,00 €;Europe;19.10.2019;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101,00 €;Europe;19.10.2019;10 €
['30.07.2020', '06.08.2020'];Lissabon;sommerferien;2020-07;113 €;Europe;2019-10-20;10 €
['13.03.2020', '15.03.2020'];Lissabon;kurzurlaub;2020-03;55 €;Europe;2019-10-20;10 €
['24.01.2020', '31.01.2020'];Lissabon;staedtereisen;2020-01;29 €;Europe;2019-10-20;10 €
['23.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;101 €;Europe;2019-10-20;10 €
['27.07.2020', '03.08.2020'];Lissabon;sommerferien;2020-07;114 €;Europe;2019-10-22;10 €
['24.11.2019', '29.11.2019'];Lissabon;kurzurlaub;2019-11;35 €;Europe;2019-10-22;10 €
['26.10.2019', '01.11.2019'];Lissabon;staedtereisen;2019-10;10 €;Europe;2019-10-22;10 €
['24.11.2019', '29.11.2019'];Lissabon;staedtereisen;2019-11;35 €;Europe;2019-10-22;10 €
['26.10.2019', '01.11.2019'];Lissabon;last-minute;2019-10;10 €;Europe;2019-10-22;10 €
['08.06.2020', '15.06.2020'];Lissabon;warme-reiseziele;2020-06;106 €;Europe;2019-10-22;10 €
['27.07.2020', '03.08.2020'];Lissabon;sommerferien;2020-07;115 €;Europe;2019-10-26;10 €
['01.12.2019', '06.12.2019'];Lissabon;kurzurlaub;2019-12;25 €;Europe;2019-10-26;10 €
['01.12.2019', '06.12.2019'];Lissabon;staedtereisen;2019-12;25 €;Europe;2019-10-26;10 €
['13.07.2020', '21.07.2020'];Lissabon;warme-reiseziele;2020-07;107 €;Europe;2019-10-26;10 €
['27.07.2020', '03.08.2020'];Lissabon;sommerferien;2020-07;116 €;Europe;2019-10-26;10 €
['01.12.2019', '06.12.2019'];Lissabon;kurzurlaub;2019-12;24 €;Europe;2019-10-26;10 €
['01.12.2019', '06.12.2019'];Lissabon;staedtereisen;2019-12;24 €;Europe;2019-10-26;10 €
['13.07.2020', '21.07.2020'];Lissabon;warme-reiseziele;2020-07;108 €;Europe;2019-10-26;10 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119,00 €;Europe;18.10.2019;119 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119,00 €;Europe;19.10.2019;119 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119,00 €;Europe;18.10.2019;119 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119,00 €;Europe;19.10.2019;119 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119 €;Europe;2019-10-20;119 €
['09.07.2020', '11.07.2020'];Lyon;warme-reiseziele;2020-07;119 €;Europe;2019-10-22;119 €
['02.07.2020', '09.07.2020'];Lyon;warme-reiseziele;2020-07;119 €;Europe;2019-10-26;119 €
['02.07.2020', '09.07.2020'];Lyon;warme-reiseziele;2020-07;119 €;Europe;2019-10-26;119 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;04.10.2019;60,00 €
['09.10.2019', '23.10.2019'];Madrid;last-minute;2019-10;69,00 €;Europe;04.10.2019;60,00 €
['16.10.2019', '23.10.2019'];Madrid;staedtereisen;2019-10;60,00 €;Europe;05.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;05.10.2019;60,00 €
['16.10.2019', '23.10.2019'];Madrid;last-minute;2019-10;60,00 €;Europe;05.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;06.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;07.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;09.10.2019;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;18.10.2019;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;19.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;04.10.2019;60,00 €
['09.10.2019', '23.10.2019'];Madrid;last-minute;2019-10;69,00 €;Europe;04.10.2019;60,00 €
['16.10.2019', '23.10.2019'];Madrid;staedtereisen;2019-10;60,00 €;Europe;05.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;05.10.2019;60,00 €
['16.10.2019', '23.10.2019'];Madrid;last-minute;2019-10;60,00 €;Europe;05.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;06.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;07.10.2019;60,00 €
['08.07.2020', '16.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;09.10.2019;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;18.10.2019;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96,00 €;Europe;19.10.2019;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96 €;Europe;2019-10-20;60,00 €
['07.07.2020', '15.07.2020'];Madrid;warme-reiseziele;2020-07;96 €;Europe;2019-10-22;60,00 €
