Destination;Dates;Price;Group;Period;Status;Regio;min_price
Lissabon;['24.11.2019', '29.11.2019'];35,00 €;kurzurlaub;2019-11;06.10.2019;Europe;101,00 €
Lissabon;['23.09.2020', '30.09.2020'];101,00 €;warme-reiseziele;2020-09;06.10.2019;Europe;101,00 €
Lissabon;['01.12.2019', '08.12.2019'];51,00 €;staedtereisen;2019-12;07.10.2019;Europe;101,00 €
Lissabon;['23.09.2020', '30.09.2020'];101,00 €;warme-reiseziele;2020-09;07.10.2019;Europe;101,00 €
Lissabon;['01.12.2019', '08.12.2019'];48,00 €;staedtereisen;2019-12;09.10.2019;Europe;101,00 €
Lissabon;['23.09.2020', '30.09.2020'];101,00 €;warme-reiseziele;2020-09;09.10.2019;Europe;101,00 €
Los Angeles;['17.08.2020', '05.09.2020'];371,00 €;fernreisen;2020-08;06.10.2019;USA;371,00 €
Los Angeles;['17.08.2020', '05.09.2020'];371,00 €;sommerferien;2020-08;06.10.2019;USA;371,00 €
Luxor;['15.11.2019', '25.11.2019'];263,00 €;warme-reiseziele;2019-11;04.10.2019;MENA;263,00 €
Luxor;['15.11.2019', '25.11.2019'];263,00 €;warme-reiseziele;2019-11;05.10.2019;MENA;263,00 €
Luxor;['15.11.2019', '25.11.2019'];263,00 €;warme-reiseziele;2019-11;06.10.2019;MENA;263,00 €
Luxor;['15.11.2019', '25.11.2019'];263,00 €;warme-reiseziele;2019-11;07.10.2019;MENA;263,00 €
Luxor;['15.11.2019', '25.11.2019'];263,00 €;warme-reiseziele;2019-11;09.10.2019;MENA;263,00 €
Luzon Clark;['15.10.2019', '10.11.2019'];616,00 €;last-minute;2019-10;04.10.2019;Asia;615,00 €
Luzon Clark;['15.10.2019', '10.11.2019'];616,00 €;last-minute;2019-10;05.10.2019;Asia;615,00 €
Luzon Clark;['15.10.2019', '10.11.2019'];615,00 €;last-minute;2019-10;06.10.2019;Asia;615,00 €
Luzon Clark;['15.10.2019', '10.11.2019'];615,00 €;last-minute;2019-10;07.10.2019;Asia;615,00 €
Madrid;['08.07.2020', '16.07.2020'];96,00 €;warme-reiseziele;2020-07;04.10.2019;Europe;60,00 €
Madrid;['09.10.2019', '23.10.2019'];69,00 €;last-minute;2019-10;04.10.2019;Europe;60,00 €
Madrid;['16.10.2019', '23.10.2019'];60,00 €;staedtereisen;2019-10;05.10.2019;Europe;60,00 €
Madrid;['08.07.2020', '16.07.2020'];96,00 €;warme-reiseziele;2020-07;05.10.2019;Europe;60,00 €
Madrid;['16.10.2019', '23.10.2019'];60,00 €;last-minute;2019-10;05.10.2019;Europe;60,00 €
Madrid;['08.07.2020', '16.07.2020'];96,00 €;warme-reiseziele;2020-07;06.10.2019;Europe;60,00 €
Madrid;['08.07.2020', '16.07.2020'];96,00 €;warme-reiseziele;2020-07;07.10.2019;Europe;60,00 €
Madrid;['08.07.2020', '16.07.2020'];96,00 €;warme-reiseziele;2020-07;09.10.2019;Europe;60,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;staedtereisen;2020-04;04.10.2019;Europe;45,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;kurzurlaub;2020-04;04.10.2019;Europe;45,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;staedtereisen;2020-04;05.10.2019;Europe;45,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;kurzurlaub;2020-04;05.10.2019;Europe;45,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;staedtereisen;2020-04;06.10.2019;Europe;45,00 €
Mailand Malpensa;['23.04.2020', '25.04.2020'];57,00 €;kurzurlaub;2020-04;06.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];45,00 €;staedtereisen;2019-10;07.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];45,00 €;kurzurlaub;2019-10;07.10.2019;Europe;45,00 €
Mailand Malpensa;['17.07.2020', '19.07.2020'];61,00 €;warme-reiseziele;2020-07;07.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];45,00 €;last-minute;2019-10;07.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];49,00 €;staedtereisen;2019-10;09.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];49,00 €;kurzurlaub;2019-10;09.10.2019;Europe;45,00 €
Mailand Malpensa;['17.07.2020', '19.07.2020'];61,00 €;warme-reiseziele;2020-07;09.10.2019;Europe;45,00 €
Mailand Malpensa;['21.10.2019', '25.10.2019'];49,00 €;last-minute;2019-10;09.10.2019;Europe;45,00 €
Mallorca;['23.11.2019', '24.11.2019'];20,00 €;kurzurlaub;2019-11;05.10.2019;Europe;20,00 €
Mallorca;['25.11.2019', '29.11.2019'];22,00 €;kurzurlaub;2019-11;06.10.2019;Europe;20,00 €
Malta;['04.05.2020', '09.05.2020'];85,00 €;kurzurlaub;2020-05;04.10.2019;Europe;84,00 €
Malta;['29.06.2020', '06.07.2020'];85,00 €;warme-reiseziele;2020-06;04.10.2019;Europe;84,00 €
Malta;['08.08.2020', '15.08.2020'];91,00 €;sommerferien;2020-08;04.10.2019;Europe;84,00 €
Malta;['07.05.2020', '11.05.2020'];84,00 €;kurzurlaub;2020-05;05.10.2019;Europe;84,00 €
Malta;['10.07.2020', '16.07.2020'];84,00 €;warme-reiseziele;2020-07;05.10.2019;Europe;84,00 €
Malta;['08.08.2020', '15.08.2020'];91,00 €;sommerferien;2020-08;05.10.2019;Europe;84,00 €
Malta;['22.04.2020', '24.04.2020'];85,00 €;kurzurlaub;2020-04;06.10.2019;Europe;84,00 €
Malta;['06.07.2020', '12.07.2020'];85,00 €;warme-reiseziele;2020-07;06.10.2019;Europe;84,00 €
Malta;['08.08.2020', '15.08.2020'];91,00 €;sommerferien;2020-08;06.10.2019;Europe;84,00 €
Malta;['04.05.2020', '09.05.2020'];85,00 €;kurzurlaub;2020-05;07.10.2019;Europe;84,00 €
Malta;['10.07.2020', '16.07.2020'];85,00 €;warme-reiseziele;2020-07;07.10.2019;Europe;84,00 €
Malta;['08.08.2020', '15.08.2020'];92,00 €;sommerferien;2020-08;07.10.2019;Europe;84,00 €
Malta;['30.04.2020', '03.05.2020'];85,00 €;kurzurlaub;2020-04;09.10.2019;Europe;84,00 €
Malta;['06.07.2020', '12.07.2020'];86,00 €;warme-reiseziele;2020-07;09.10.2019;Europe;84,00 €
Manila;['21.04.2020', '05.05.2020'];377,00 €;fernreisen;2020-04;04.10.2019;Asia;377,00 €
Manila;['24.02.2020', '08.03.2020'];377,00 €;fernreisen;2020-02;05.10.2019;Asia;377,00 €
Manila;['05.08.2020', '27.08.2020'];501,00 €;sommerferien;2020-08;05.10.2019;Asia;377,00 €
Manila;['04.02.2020', '18.02.2020'];377,00 €;fernreisen;2020-02;06.10.2019;Asia;377,00 €
Manila;['05.08.2020', '27.08.2020'];501,00 €;sommerferien;2020-08;06.10.2019;Asia;377,00 €
Manila;['03.12.2019', '17.12.2019'];377,00 €;fernreisen;2019-12;07.10.2019;Asia;377,00 €
Manila;['05.08.2020', '27.08.2020'];501,00 €;sommerferien;2020-08;07.10.2019;Asia;377,00 €
Manila;['11.03.2020', '31.03.2020'];377,00 €;fernreisen;2020-03;09.10.2019;Asia;377,00 €
Manila;['05.08.2020', '27.08.2020'];501,00 €;sommerferien;2020-08;09.10.2019;Asia;377,00 €
Marrakesch;['15.10.2019', '22.10.2019'];98,00 €;warme-reiseziele;2019-10;04.10.2019;MENA;98,00 €
Marrakesch;['15.10.2019', '22.10.2019'];98,00 €;last-minute;2019-10;04.10.2019;MENA;98,00 €
Marseille;['01.07.2020', '08.07.2020'];131,00 €;warme-reiseziele;2020-07;04.10.2019;Europe;131,00 €
Marseille;['01.07.2020', '08.07.2020'];131,00 €;warme-reiseziele;2020-07;05.10.2019;Europe;131,00 €
Marseille;['01.07.2020', '08.07.2020'];131,00 €;warme-reiseziele;2020-07;06.10.2019;Europe;131,00 €
Marseille;['01.07.2020', '08.07.2020'];131,00 €;warme-reiseziele;2020-07;07.10.2019;Europe;131,00 €
Marseille;['01.07.2020', '08.07.2020'];131,00 €;warme-reiseziele;2020-07;09.10.2019;Europe;131,00 €
Miami International;['23.10.2019', '19.11.2019'];329,00 €;fernreisen;2019-10;04.10.2019;USA;328,00 €
Miami International;['23.10.2019', '19.11.2019'];329,00 €;warme-reiseziele;2019-10;04.10.2019;USA;328,00 €
Miami International;['22.10.2019', '28.10.2019'];328,00 €;fernreisen;2019-10;05.10.2019;USA;328,00 €
Miami International;['22.10.2019', '28.10.2019'];328,00 €;warme-reiseziele;2019-10;05.10.2019;USA;328,00 €
Miami International;['22.10.2019', '28.10.2019'];328,00 €;fernreisen;2019-10;06.10.2019;USA;328,00 €
Miami International;['23.10.2019', '19.11.2019'];328,00 €;fernreisen;2019-10;07.10.2019;USA;328,00 €
Miami International;['23.10.2019', '19.11.2019'];328,00 €;warme-reiseziele;2019-10;07.10.2019;USA;328,00 €
Miami International;['12.05.2020', '19.05.2020'];328,00 €;fernreisen;2020-05;09.10.2019;USA;328,00 €
Miami International;['12.05.2020', '19.05.2020'];328,00 €;warme-reiseziele;2020-05;09.10.2019;USA;328,00 €
Miami International;['23.10.2019', '19.11.2019'];328,00 €;last-minute;2019-10;09.10.2019;USA;328,00 €
Minneapolis;['15.10.2019', '22.10.2019'];434,00 €;last-minute;2019-10;04.10.2019;USA;434,00 €
Montreal Pierre Elliott Trudeau;['17.03.2020', '24.03.2020'];379,00 €;fernreisen;2020-03;04.10.2019;Canada;373,00 €
Montreal Pierre Elliott Trudeau;['17.03.2020', '24.03.2020'];373,00 €;fernreisen;2020-03;05.10.2019;Canada;373,00 €
Montreal Pierre Elliott Trudeau;['17.03.2020', '24.03.2020'];373,00 €;fernreisen;2020-03;06.10.2019;Canada;373,00 €
Montreal Pierre Elliott Trudeau;['17.03.2020', '24.03.2020'];373,00 €;fernreisen;2020-03;07.10.2019;Canada;373,00 €
Montreal Pierre Elliott Trudeau;['17.03.2020', '24.03.2020'];373,00 €;fernreisen;2020-03;09.10.2019;Canada;373,00 €
Muscat;['17.10.2019', '25.10.2019'];336,00 €;last-minute;2019-10;05.10.2019;MENA;336,00 €
Muscat;['17.10.2019', '25.10.2019'];336,00 €;last-minute;2019-10;06.10.2019;MENA;336,00 €
New York;['27.04.2020', '07.05.2020'];306,00 €;fernreisen;2020-04;04.10.2019;USA;299,00 €
New York;['23.01.2020', '30.01.2020'];299,00 €;fernreisen;2020-01;05.10.2019;USA;299,00 €
New York;['23.01.2020', '30.01.2020'];299,00 €;fernreisen;2020-01;06.10.2019;USA;299,00 €
New York;['27.04.2020', '03.05.2020'];304,00 €;fernreisen;2020-04;07.10.2019;USA;299,00 €
New York;['27.04.2020', '07.05.2020'];303,00 €;fernreisen;2020-04;09.10.2019;USA;299,00 €
New York La Guardia;['15.01.2020', '23.01.2020'];314,00 €;fernreisen;2020-01;04.10.2019;USA;314,00 €
New York La Guardia;['15.01.2020', '23.01.2020'];314,00 €;fernreisen;2020-01;05.10.2019;USA;314,00 €
New York La Guardia;['15.01.2020', '23.01.2020'];314,00 €;fernreisen;2020-01;06.10.2019;USA;314,00 €
New York La Guardia;['15.01.2020', '23.01.2020'];314,00 €;fernreisen;2020-01;07.10.2019;USA;314,00 €
New York La Guardia;['22.01.2020', '02.02.2020'];314,00 €;fernreisen;2020-01;09.10.2019;USA;314,00 €
Olbia;['17.10.2019', '23.10.2019'];103,00 €;last-minute;2019-10;06.10.2019;Europe;103,00 €
Olbia;['17.10.2019', '23.10.2019'];104,00 €;last-minute;2019-10;07.10.2019;Europe;103,00 €
Olbia;['17.10.2019', '23.10.2019'];104,00 €;last-minute;2019-10;09.10.2019;Europe;103,00 €
Orlando;['26.02.2020', '03.03.2020'];319,00 €;fernreisen;2020-02;04.10.2019;USA;318,00 €
Orlando;['05.05.2020', '12.05.2020'];330,00 €;warme-reiseziele;2020-05;04.10.2019;USA;318,00 €
Orlando;['26.02.2020', '03.03.2020'];318,00 €;fernreisen;2020-02;05.10.2019;USA;318,00 €
Orlando;['26.02.2020', '03.03.2020'];318,00 €;fernreisen;2020-02;06.10.2019;USA;318,00 €
Orlando;['31.10.2019', '06.11.2019'];318,00 €;warme-reiseziele;2019-10;06.10.2019;USA;318,00 €
Orlando;['22.10.2019', '30.10.2019'];318,00 €;fernreisen;2019-10;07.10.2019;USA;318,00 €
Orlando;['22.10.2019', '30.10.2019'];318,00 €;warme-reiseziele;2019-10;07.10.2019;USA;318,00 €
Orlando;['24.03.2020', '01.04.2020'];318,00 €;fernreisen;2020-03;09.10.2019;USA;318,00 €
Orlando;['22.10.2019', '30.10.2019'];318,00 €;warme-reiseziele;2019-10;09.10.2019;USA;318,00 €
Orlando;['22.10.2019', '30.10.2019'];318,00 €;last-minute;2019-10;09.10.2019;USA;318,00 €
Palermo;['05.02.2020', '12.02.2020'];44,00 €;staedtereisen;2020-02;04.10.2019;Europe;129,00 €
Palermo;['05.08.2020', '16.08.2020'];129,00 €;sommerferien;2020-08;04.10.2019;Europe;129,00 €
Palermo;['05.02.2020', '12.02.2020'];43,00 €;staedtereisen;2020-02;05.10.2019;Europe;129,00 €
Palermo;['05.08.2020', '16.08.2020'];129,00 €;sommerferien;2020-08;05.10.2019;Europe;129,00 €
Palermo;['13.08.2020', '27.08.2020'];151,00 €;sommerferien;2020-08;05.10.2019;Europe;129,00 €
Palermo;['17.10.2019', '24.10.2019'];94,00 €;last-minute;2019-10;05.10.2019;Europe;129,00 €
Palermo;['05.02.2020', '12.02.2020'];41,00 €;staedtereisen;2020-02;06.10.2019;Europe;129,00 €
Palermo;['05.08.2020', '16.08.2020'];129,00 €;sommerferien;2020-08;06.10.2019;Europe;129,00 €
Palermo;['13.08.2020', '27.08.2020'];151,00 €;sommerferien;2020-08;06.10.2019;Europe;129,00 €
Palermo;['17.10.2019', '24.10.2019'];94,00 €;last-minute;2019-10;06.10.2019;Europe;129,00 €
Palermo;['05.08.2020', '16.08.2020'];129,00 €;sommerferien;2020-08;07.10.2019;Europe;129,00 €
Palermo;['13.08.2020', '27.08.2020'];151,00 €;sommerferien;2020-08;07.10.2019;Europe;129,00 €
Palermo;['05.08.2020', '16.08.2020'];135,00 €;sommerferien;2020-08;09.10.2019;Europe;129,00 €
Palermo;['13.08.2020', '27.08.2020'];151,00 €;sommerferien;2020-08;09.10.2019;Europe;129,00 €
Pensacola;['16.04.2020', '28.04.2020'];391,00 €;fernreisen;2020-04;04.10.2019;USA;391,00 €
Perth;['23.10.2019', '04.11.2019'];742,00 €;last-minute;2019-10;09.10.2019;Asia;742,00 €
Philadelphia;['03.03.2020', '17.03.2020'];280,00 €;fernreisen;2020-03;04.10.2019;USA;252,00 €
Philadelphia;['12.11.2019', '19.11.2019'];262,00 €;fernreisen;2019-11;05.10.2019;USA;252,00 €
Philadelphia;['13.10.2019', '19.10.2019'];341,00 €;last-minute;2019-10;05.10.2019;USA;252,00 €
Philadelphia;['05.11.2019', '17.11.2019'];252,00 €;fernreisen;2019-11;06.10.2019;USA;252,00 €
Philadelphia;['13.10.2019', '20.10.2019'];309,00 €;last-minute;2019-10;06.10.2019;USA;252,00 €
Philadelphia;['06.03.2020', '31.03.2020'];263,00 €;fernreisen;2020-03;07.10.2019;USA;252,00 €
Philadelphia;['19.10.2019', '06.11.2019'];345,00 €;last-minute;2019-10;07.10.2019;USA;252,00 €
Philadelphia;['31.10.2019', '09.11.2019'];297,00 €;fernreisen;2019-10;09.10.2019;USA;252,00 €
Philadelphia;['19.10.2019', '06.11.2019'];346,00 €;last-minute;2019-10;09.10.2019;USA;252,00 €
Phnom Penh;['10.05.2020', '31.05.2020'];395,00 €;fernreisen;2020-05;09.10.2019;Asia;395,00 €
Phoenix;['21.04.2020', '28.04.2020'];336,00 €;fernreisen;2020-04;04.10.2019;USA;336,00 €
Phoenix;['04.08.2020', '27.08.2020'];482,00 €;sommerferien;2020-08;04.10.2019;USA;336,00 €
Phoenix;['21.04.2020', '28.04.2020'];351,00 €;fernreisen;2020-04;05.10.2019;USA;336,00 €
Phoenix;['04.08.2020', '27.08.2020'];506,00 €;sommerferien;2020-08;05.10.2019;USA;336,00 €
Phoenix;['14.04.2020', '24.04.2020'];363,00 €;fernreisen;2020-04;06.10.2019;USA;336,00 €
Phoenix;['04.08.2020', '27.08.2020'];506,00 €;sommerferien;2020-08;06.10.2019;USA;336,00 €
Phoenix;['14.04.2020', '24.04.2020'];363,00 €;fernreisen;2020-04;07.10.2019;USA;336,00 €
Phoenix;['04.08.2020', '27.08.2020'];506,00 €;sommerferien;2020-08;07.10.2019;USA;336,00 €
Phoenix;['14.04.2020', '24.04.2020'];361,00 €;fernreisen;2020-04;09.10.2019;USA;336,00 €
Phoenix;['04.08.2020', '27.08.2020'];471,00 €;sommerferien;2020-08;09.10.2019;USA;336,00 €
Phuket;['13.08.2020', '25.08.2020'];464,00 €;sommerferien;2020-08;06.10.2019;Asia;464,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;warme-reiseziele;2020-08;04.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;sommerferien;2020-08;04.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;warme-reiseziele;2020-08;05.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;sommerferien;2020-08;05.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;warme-reiseziele;2020-08;06.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];99,00 €;sommerferien;2020-08;06.10.2019;Europe;106,00 €
Pisa;['14.02.2020', '16.02.2020'];95,00 €;kurzurlaub;2020-02;07.10.2019;Europe;106,00 €
Pisa;['22.06.2020', '06.07.2020'];106,00 €;warme-reiseziele;2020-06;07.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];113,00 €;sommerferien;2020-08;07.10.2019;Europe;106,00 €
Pisa;['14.02.2020', '16.02.2020'];94,00 €;kurzurlaub;2020-02;09.10.2019;Europe;106,00 €
Pisa;['22.06.2020', '06.07.2020'];106,00 €;warme-reiseziele;2020-06;09.10.2019;Europe;106,00 €
Pisa;['23.08.2020', '06.09.2020'];113,00 €;sommerferien;2020-08;09.10.2019;Europe;106,00 €
Ponta Delgada;['03.07.2020', '10.07.2020'];174,00 €;warme-reiseziele;2020-07;04.10.2019;Europe;172,00 €
Ponta Delgada;['03.07.2020', '10.07.2020'];174,00 €;warme-reiseziele;2020-07;05.10.2019;Europe;172,00 €
Ponta Delgada;['03.07.2020', '10.07.2020'];173,00 €;warme-reiseziele;2020-07;06.10.2019;Europe;172,00 €
Ponta Delgada;['03.07.2020', '10.07.2020'];172,00 €;warme-reiseziele;2020-07;07.10.2019;Europe;172,00 €
Ponta Delgada;['03.07.2020', '10.07.2020'];172,00 €;warme-reiseziele;2020-07;09.10.2019;Europe;172,00 €
Portland Oregon;['18.10.2019', '06.11.2019'];557,00 €;last-minute;2019-10;07.10.2019;USA;557,00 €
Portland Oregon;['18.10.2019', '06.11.2019'];557,00 €;last-minute;2019-10;09.10.2019;USA;557,00 €
Portland-Oregon;['16.10.2019', '23.10.2019'];596,00 €;last-minute;2019-10;04.10.2019;USA;596,00 €
Portland-Oregon;['16.10.2019', '23.10.2019'];596,00 €;last-minute;2019-10;05.10.2019;USA;596,00 €
Portland-Oregon;['16.10.2019', '23.10.2019'];596,00 €;last-minute;2019-10;06.10.2019;USA;596,00 €
Porto;['30.10.2019', '07.11.2019'];28,00 €;staedtereisen;2019-10;04.10.2019;Europe;28,00 €
Porto;['07.03.2020', '21.03.2020'];46,00 €;staedtereisen;2020-03;05.10.2019;Europe;28,00 €
Porto;['07.03.2020', '21.03.2020'];46,00 €;staedtereisen;2020-03;06.10.2019;Europe;28,00 €
Porto;['07.03.2020', '21.03.2020'];45,00 €;staedtereisen;2020-03;07.10.2019;Europe;28,00 €
Porto;['07.03.2020', '21.03.2020'];46,00 €;staedtereisen;2020-03;09.10.2019;Europe;28,00 €
Quito;['10.10.2019', '24.10.2019'];516,00 €;last-minute;2019-10;05.10.2019;Karibik;516,00 €
Quito;['10.10.2019', '24.10.2019'];516,00 €;last-minute;2019-10;06.10.2019;Karibik;516,00 €
Quito;['10.10.2019', '24.10.2019'];516,00 €;last-minute;2019-10;07.10.2019;Karibik;516,00 €
Recife;['19.08.2020', '01.09.2020'];488,00 €;sommerferien;2020-08;04.10.2019;Karibik;488,00 €
Recife;['19.08.2020', '01.09.2020'];488,00 €;sommerferien;2020-08;05.10.2019;Karibik;488,00 €
Recife;['19.08.2020', '01.09.2020'];488,00 €;sommerferien;2020-08;06.10.2019;Karibik;488,00 €
Recife;['19.08.2020', '01.09.2020'];491,00 €;sommerferien;2020-08;07.10.2019;Karibik;488,00 €
Recife;['06.08.2020', '25.08.2020'];510,00 €;sommerferien;2020-08;09.10.2019;Karibik;488,00 €
Reykjavik Keflavik;['13.08.2020', '20.08.2020'];210,00 €;sommerferien;2020-08;04.10.2019;Europe;210,00 €
Reykjavik Keflavik;['13.08.2020', '20.08.2020'];210,00 €;sommerferien;2020-08;05.10.2019;Europe;210,00 €
Reykjavik Keflavik;['13.08.2020', '20.08.2020'];214,00 €;sommerferien;2020-08;06.10.2019;Europe;210,00 €
Reykjavik Keflavik;['13.08.2020', '20.08.2020'];214,00 €;sommerferien;2020-08;07.10.2019;Europe;210,00 €
Reykjavik Keflavik;['13.08.2020', '20.08.2020'];214,00 €;sommerferien;2020-08;09.10.2019;Europe;210,00 €
Rijeka;['11.06.2020', '18.06.2020'];105,00 €;warme-reiseziele;2020-06;04.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;sommerferien;2020-08;04.10.2019;Europe;104,00 €
Rijeka;['11.06.2020', '18.06.2020'];105,00 €;warme-reiseziele;2020-06;05.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;sommerferien;2020-08;05.10.2019;Europe;104,00 €
Rijeka;['11.06.2020', '18.06.2020'];105,00 €;warme-reiseziele;2020-06;06.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;sommerferien;2020-08;06.10.2019;Europe;104,00 €
Rijeka;['22.12.2019', '26.12.2019'];104,00 €;kurzurlaub;2019-12;07.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;warme-reiseziele;2020-08;07.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;sommerferien;2020-08;07.10.2019;Europe;104,00 €
Rijeka;['22.12.2019', '26.12.2019'];104,00 €;kurzurlaub;2019-12;09.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;warme-reiseziele;2020-08;09.10.2019;Europe;104,00 €
Rijeka;['23.08.2020', '30.08.2020'];120,00 €;sommerferien;2020-08;09.10.2019;Europe;104,00 €
Rio de Janeiro Santos Dumont;['17.08.2020', '24.08.2020'];674,00 €;sommerferien;2020-08;04.10.2019;Karibik;674,00 €
Rio de Janeiro Santos Dumont;['17.08.2020', '24.08.2020'];674,00 €;sommerferien;2020-08;05.10.2019;Karibik;674,00 €
Rio de Janeiro Santos Dumont;['17.08.2020', '24.08.2020'];675,00 €;sommerferien;2020-08;07.10.2019;Karibik;674,00 €
Rio de Janeiro Santos Dumont;['17.08.2020', '24.08.2020'];675,00 €;sommerferien;2020-08;09.10.2019;Karibik;674,00 €
San Antonio;['07.08.2020', '21.08.2020'];614,00 €;sommerferien;2020-08;04.10.2019;USA;613,00 €
San Antonio;['07.08.2020', '21.08.2020'];613,00 €;sommerferien;2020-08;05.10.2019;USA;613,00 €
San Antonio;['07.08.2020', '21.08.2020'];613,00 €;sommerferien;2020-08;06.10.2019;USA;613,00 €
San Antonio;['07.08.2020', '21.08.2020'];613,00 €;sommerferien;2020-08;07.10.2019;USA;613,00 €
San Antonio;['07.08.2020', '21.08.2020'];613,00 €;sommerferien;2020-08;09.10.2019;USA;613,00 €
San Diego;['09.03.2020', '30.03.2020'];360,00 €;fernreisen;2020-03;04.10.2019;USA;344,00 €
San Diego;['16.10.2019', '31.10.2019'];419,00 €;last-minute;2019-10;04.10.2019;USA;344,00 €
San Diego;['21.03.2020', '28.03.2020'];344,00 €;fernreisen;2020-03;05.10.2019;USA;344,00 €
San Diego;['13.08.2020', '20.08.2020'];634,00 €;sommerferien;2020-08;05.10.2019;USA;344,00 €
San Diego;['16.10.2019', '31.10.2019'];419,00 €;last-minute;2019-10;05.10.2019;USA;344,00 €
San Diego;['13.02.2020', '19.02.2020'];358,00 €;fernreisen;2020-02;06.10.2019;USA;344,00 €
San Diego;['13.08.2020', '20.08.2020'];634,00 €;sommerferien;2020-08;06.10.2019;USA;344,00 €
San Diego;['20.10.2019', '27.10.2019'];438,00 €;last-minute;2019-10;06.10.2019;USA;344,00 €
San Diego;['13.02.2020', '04.03.2020'];363,00 €;fernreisen;2020-02;07.10.2019;USA;344,00 €
San Diego;['13.08.2020', '20.08.2020'];634,00 €;sommerferien;2020-08;07.10.2019;USA;344,00 €
San Diego;['21.10.2019', '27.10.2019'];388,00 €;last-minute;2019-10;07.10.2019;USA;344,00 €
San Diego;['14.05.2020', '24.05.2020'];376,00 €;fernreisen;2020-05;09.10.2019;USA;344,00 €
San Diego;['13.08.2020', '20.08.2020'];634,00 €;sommerferien;2020-08;09.10.2019;USA;344,00 €
San Diego;['21.10.2019', '27.10.2019'];438,00 €;last-minute;2019-10;09.10.2019;USA;344,00 €
San Jose;['09.03.2020', '23.03.2020'];275,00 €;fernreisen;2020-03;04.10.2019;USA;254,00 €
San Jose;['09.03.2020', '23.03.2020'];271,00 €;fernreisen;2020-03;05.10.2019;USA;254,00 €
San Jose;['08.03.2020', '15.03.2020'];254,00 €;fernreisen;2020-03;06.10.2019;USA;254,00 €
San Jose;['01.02.2020', '11.02.2020'];270,00 €;fernreisen;2020-02;07.10.2019;USA;254,00 €
San Jose;['11.05.2020', '18.05.2020'];312,00 €;fernreisen;2020-05;09.10.2019;USA;254,00 €
Seattle;['19.02.2020', '26.02.2020'];314,00 €;fernreisen;2020-02;04.10.2019;USA;314,00 €
Seattle;['05.02.2020', '19.02.2020'];314,00 €;fernreisen;2020-02;05.10.2019;USA;314,00 €
Seattle;['19.02.2020', '26.02.2020'];314,00 €;fernreisen;2020-02;06.10.2019;USA;314,00 €
Seattle;['19.02.2020', '26.02.2020'];314,00 €;fernreisen;2020-02;07.10.2019;USA;314,00 €
Seattle;['22.01.2020', '05.02.2020'];324,00 €;fernreisen;2020-01;09.10.2019;USA;314,00 €
Seoul;['22.04.2020', '06.05.2020'];389,00 €;fernreisen;2020-04;04.10.2019;Asia;388,00 €
Seoul;['10.12.2019', '18.12.2019'];388,00 €;fernreisen;2019-12;05.10.2019;Asia;388,00 €
Seoul;['22.04.2020', '06.05.2020'];388,00 €;fernreisen;2020-04;06.10.2019;Asia;388,00 €
Seoul;['22.04.2020', '06.05.2020'];388,00 €;fernreisen;2020-04;07.10.2019;Asia;388,00 €
Seoul;['10.12.2019', '18.12.2019'];390,00 €;fernreisen;2019-12;09.10.2019;Asia;388,00 €
Seoul Incheon;['02.12.2019', '09.12.2019'];365,00 €;fernreisen;2019-12;04.10.2019;Asia;365,00 €
Seoul Incheon;['02.12.2019', '13.12.2019'];365,00 €;fernreisen;2019-12;05.10.2019;Asia;365,00 €
Seoul Incheon;['02.12.2019', '13.12.2019'];365,00 €;fernreisen;2019-12;06.10.2019;Asia;365,00 €
