Date,Open,High,Low,Last,Change,Settle,Volume,Prev. Day Open Interest
2012-12-21,1445.5,1446.5,1393.0,,,1424.75,73100.0,745311.0
2012-12-20,1433.5,1446.25,1431.75,,,1446.0,340934.0,867894.0
2012-12-19,1445.0,1450.5,1432.75,,,1433.25,505063.0,867894.0
2012-12-18,1433.75,1448.25,1430.5,,,1445.25,874926.0,1041119.0
2012-12-17,1421.25,1434.25,1415.0,,,1433.25,853447.0,1335441.0
2012-12-14,1416.75,1425.5,1411.5,,,1416.5,1041852.0,1792181.0
2012-12-13,1425.75,1431.5,1415.75,,,1417.5,1950362.0,2362869.0
2012-12-12,1431.25,1438.75,1425.75,,,1426.0,1829769.0,2787233.0
2012-12-11,1417.5,1434.25,1415.0,,,1432.0,1772202.0,2898050.0
2012-12-10,1416.0,1421.0,1410.75,,,1417.25,1136014.0,2965528.0
2012-12-07,1412.25,1422.25,1408.5,,,1417.25,1771716.0,2976776.0
2012-12-06,1406.5,1413.5,1404.0,,,1412.75,1381373.0,3026018.0
2012-12-05,1402.75,1414.75,1396.75,,,1406.75,2045099.0,3034762.0
2012-12-04,1406.0,1411.75,1401.5,,,1403.25,1619569.0,3043920.0
2012-12-03,1413.25,1424.0,1404.5,,,1405.75,1652102.0,3042657.0
2012-11-30,1411.5,1419.5,1409.75,,,1415.75,1680252.0,3037657.0
2012-11-29,1406.75,1418.5,1404.5,,,1412.25,1877829.0,3044851.0
2012-11-28,1397.5,1408.75,1383.0,,,1406.5,2120666.0,3036262.0
2012-11-27,1404.0,1407.75,1395.5,,,1397.75,1637467.0,3055499.0
2012-11-26,1403.25,1405.0,1395.0,,,1405.0,1220665.0,3055794.0
2012-11-23,1391.75,1407.5,1387.25,,,1404.75,910642.0,3052902.0
2012-11-22,1389.0,1393.75,1388.75,,,1391.5,114558.0,3068623.0
2012-11-21,1386.0,1389.75,1377.0,,,1389.25,1064943.0,3066774.0
2012-11-20,1380.0,1387.5,1374.0,,,1386.0,1538979.0,3066774.0
2012-11-19,1360.75,1385.75,1360.25,,,1381.0,1736394.0,3045985.0
2012-11-16,1351.5,1360.5,1340.25,,,1360.5,2588254.0,3048449.0
2012-11-15,1354.0,1359.0,1345.25,,,1351.5,2405346.0,3066032.0
2012-11-14,1373.25,1381.75,1349.5,,,1353.25,2448702.0,3074002.0
2012-11-13,1378.25,1386.25,1365.75,,,1371.75,1950242.0,3032864.0
2012-11-12,1375.25,1381.75,1372.5,,,1378.25,1130556.0,3047398.0
2012-11-09,1375.75,1388.0,1363.5,,,1376.0,2549123.0,3061897.0
2012-11-08,1390.25,1397.5,1372.5,,,1375.0,2614835.0,3071063.0
2012-11-07,1425.0,1431.75,1384.0,,,1389.75,3190105.0,3049237.0
2012-11-06,1411.0,1429.25,1409.75,,,1425.5,1481236.0,2957854.0
2012-11-05,1402.75,1415.5,1402.5,,,1411.75,1385411.0,2985203.0
2012-11-02,1423.25,1431.5,1405.0,,,1405.5,2088815.0,2978796.0
2012-11-01,1402.0,1425.0,1398.5,,,1423.5,1705826.0,2949574.0
2012-10-31,1412.5,1418.25,1400.5,,,1401.75,1775115.0,2980425.0
2012-10-30,1399.25,1412.25,1393.0,,,1411.25,178848.0,2985990.0
2012-10-29,1406.25,1407.0,1397.0,,,1402.75,181669.0,2978558.0
2012-10-26,1409.75,1412.5,1394.5,,,1407.5,2089836.0,2992766.0
2012-10-25,1406.25,1416.75,1399.5,,,1408.75,1807809.0,2975347.0
2012-10-24,1406.5,1415.0,1401.75,,,1405.75,1756752.0,2964441.0
2012-10-23,1430.75,1433.25,1402.0,,,1406.25,2301468.0,2960009.0
2012-10-22,1424.5,1431.25,1416.75,,,1430.5,1777659.0,2932032.0
2012-10-19,1451.25,1453.5,1423.5,,,1423.75,2399785.0,2938325.0
