Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2014-09-29,1974.75,1977.0,1955.5,1968.5,6.5,1969.5,1781415.0,2793774.0
2014-09-26,1961.0,1979.25,1956.5,1974.25,14.5,1976.0,1674972.0,2797856.0
2014-09-25,1990.75,1991.5,1957.75,1962.0,29.5,1961.5,2313833.0,2810957.0
2014-09-24,1969.75,1992.5,1969.5,1990.5,18.75,1991.0,1566579.0,2795261.0
2014-09-23,1984.0,1988.0,1968.25,1969.75,14.0,1972.25,1624176.0,2785075.0
2014-09-22,2002.0,2006.5,1981.75,1983.5,17.5,1986.25,1577092.0,2794169.0
2014-09-19,2006.0,2014.5,1998.25,2000.25,0.75,2003.75,1665522.0,2796367.0
2014-09-18,1995.5,2006.75,1993.0,2006.25,10.75,2004.5,1402521.0,2714990.0
2014-09-17,1991.5,2003.25,1983.25,1995.5,2.25,1993.75,2023188.0,2509195.0
2014-09-16,1976.75,1994.5,1970.25,1991.75,15.5,1991.5,2081536.0,2018909.0
2014-09-15,1973.75,1979.0,1968.0,1977.0,0.75,1976.0,1741505.0,1556670.0
2014-09-12,1991.25,1991.5,1971.25,1975.75,12.25,1976.75,1861253.0,945046.0
2014-09-11,1986.75,1991.5,1977.25,1991.25,2.0,1989.0,803430.0,423177.0
2014-09-10,1981.75,1988.25,1973.75,1987.25,5.25,1987.0,283842.0,225390.0
2014-09-09,1992.5,1995.0,1975.25,1981.75,10.75,1981.75,85879.0,185494.0
2014-09-08,1998.0,1998.0,1986.0,1992.75,5.5,1992.5,61972.0,146203.0
2014-09-05,1991.25,1999.5,1980.5,1999.25,8.25,1998.0,44212.0,121207.0
2014-09-04,1991.0,2001.75,1982.75,1991.25,1.0,1989.75,45292.0,88964.0
2014-09-03,1991.75,2002.75,1988.25,1991.25,1.0,1990.75,27660.0,71566.0
2014-09-02,1991.0,1998.25,1984.75,1993.0,1.75,1991.75,22377.0,61492.0
2014-08-29,1990.75,1995.75,1984.5,1990.75,4.75,1993.5,4168.0,61627.0
2014-08-28,1988.25,1991.75,1979.5,1991.25,0.5,1988.75,13017.0,55754.0
2014-08-27,1990.75,1992.5,1985.75,1989.0,1.5,1989.25,3987.0,53714.0
2014-08-26,1987.0,1994.5,1984.5,1991.0,3.75,1990.75,7786.0,49222.0
2014-08-25,1980.25,1991.5,1980.25,1987.0,7.0,1987.0,5775.0,47935.0
2014-08-22,1982.0,1983.5,1973.75,1980.0,1.75,1980.0,3553.0,47798.0
2014-08-21,1974.75,1984.0,1973.0,1982.0,6.25,1981.75,2735.0,46818.0
2014-08-20,1969.5,1978.0,1965.5,1975.5,6.0,1975.5,8099.0,43456.0
2014-08-19,1960.75,1971.75,1960.75,1969.75,9.75,1969.5,2204.0,42974.0
2014-08-18,1948.25,1961.0,1948.25,1961.0,15.25,1959.75,4727.0,41164.0
2014-08-15,1946.25,1953.0,1929.5,1945.75,1.25,1944.5,13700.0,40550.0
2014-08-14,1937.75,1947.0,1934.25,1946.75,9.0,1945.75,3061.0,39319.0
2014-08-13,1924.75,1938.5,1923.25,1938.25,14.25,1936.75,3209.0,38470.0
2014-08-12,1927.0,1930.5,1915.75,1924.75,2.25,1922.5,2324.0,37578.0
2014-08-11,1918.25,1933.0,1917.0,1925.5,8.75,1924.75,6169.0,34714.0
2014-08-08,1897.75,1920.25,1882.75,1915.5,18.5,1916.0,6294.0,34731.0
2014-08-07,1907.5,1917.75,1892.0,1897.5,9.5,1897.5,3737.0,34459.0
2014-08-06,1905.75,1915.25,1895.25,1907.25,2.0,1907.0,2949.0,34078.0
2014-08-05,1922.75,1925.0,1899.75,1906.25,19.25,1905.0,4236.0,33076.0
2014-08-04,1912.0,1929.5,1907.25,1923.25,13.75,1924.25,2820.0,32323.0
2014-08-01,1919.75,1924.0,1902.5,1909.25,6.5,1910.5,8450.0,29466.0
2014-07-31,1957.25,1957.25,1916.0,1917.25,40.25,1917.0,7631.0,28232.0
2014-07-30,1957.0,1966.25,1948.75,1957.25,2.25,1957.25,4339.0,27672.0
2014-07-29,1964.75,1971.5,1954.5,1956.25,10.0,1955.0,2300.0,26872.0
2014-07-28,1963.25,1968.0,1953.25,1964.25,1.5,1965.0,3521.0,25183.0
2014-07-25,1971.0,1972.75,1960.25,1963.0,9.25,1963.5,1959.0,25065.0
2014-07-24,1972.75,1977.75,1969.0,1971.5,0.25,1972.75,2759.0,25067.0
2014-07-23,1967.0,1975.25,1965.25,1973.5,6.0,1973.0,2232.0,24319.0
2014-07-22,1957.75,1972.5,1957.75,1966.25,8.5,1967.0,2075.0,24121.0
2014-07-21,1962.5,1963.5,1951.25,1957.5,5.25,1958.5,3191.0,22435.0
2014-07-18,1940.5,1966.25,1934.75,1963.5,18.0,1963.75,4342.0,21146.0
2014-07-17,1964.0,1968.25,1941.0,1942.0,21.25,1945.75,3871.0,19714.0
2014-07-16,1960.25,1970.0,1959.5,1963.5,6.75,1967.0,1477.0,19621.0
2014-07-15,1963.25,1968.25,1951.25,1960.75,3.0,1960.25,2709.0,19627.0
2014-07-14,1954.75,1965.75,1951.75,1963.5,8.75,1963.25,3419.0,17717.0
2014-07-11,1949.0,1955.5,1945.25,1955.0,4.5,1954.5,2835.0,16485.0
2014-07-10,1959.75,1960.0,1937.75,1949.75,9.25,1950.0,4226.0,15736.0
2014-07-09,1953.25,1960.25,1950.5,1959.75,6.75,1959.25,1229.0,15731.0
2014-07-08,1962.25,1962.25,1945.0,1952.25,10.5,1952.5,2252.0,14981.0
2014-07-07,1968.75,1969.25,1959.75,1962.75,6.75,1963.0,2513.0,13585.0
2014-07-03,1960.0,1970.0,1958.25,1969.75,9.75,1969.75,1716.0,12530.0
2014-07-02,1958.25,1962.5,1957.0,1960.5,2.0,1960.0,1509.0,11628.0
2014-07-01,1947.25,1963.75,1946.0,1958.0,13.5,1958.0,1234.0,11512.0
2014-06-30,1943.5,1948.5,1940.25,1946.75,0.5,1944.5,1083.0,11322.0
2014-06-27,1940.75,1946.0,1935.0,1943.75,3.0,1944.0,3361.0,9323.0
2014-06-26,1941.0,1944.75,1928.25,1941.0,0.75,1941.0,1224.0,9031.0
2014-06-25,1934.0,1945.25,1929.75,1941.25,6.25,1941.75,1646.0,8855.0
2014-06-24,1943.5,1952.25,1932.25,1934.5,9.75,1935.5,3162.0,8853.0
2014-06-23,1945.25,1952.25,1942.75,1944.25,0.25,1945.25,537.0,8824.0
2014-06-20,1942.25,1948.75,1941.0,1946.25,3.0,1945.5,396.0,8698.0
2014-06-19,1940.75,1944.0,1936.5,1942.0,1.0,1942.5,1322.0,8260.0
2014-06-18,1925.5,1942.25,1923.25,1941.0,15.5,1941.5,1122.0,8169.0
2014-06-17,1922.25,1928.0,1916.75,1926.5,4.5,1926.0,1881.0,7636.0
2014-06-16,1920.0,1925.5,1912.25,1921.5,0.75,1921.5,403.0,7441.0
2014-06-13,1913.75,1921.75,1911.75,1920.75,5.25,1920.75,266.0,7428.0
2014-06-12,1927.75,1932.5,1910.25,1916.0,13.5,1915.5,1194.0,6645.0
2014-06-11,1936.0,1936.0,1924.0,1929.25,6.5,1929.0,705.0,6106.0
2014-06-10,1934.25,1936.5,1928.25,1936.5,0.25,1935.5,379.0,5918.0
2014-06-09,1933.5,1939.25,1930.75,1934.25,1.0,1935.25,1003.0,5350.0
2014-06-06,1924.75,1934.5,1923.0,1934.25,10.75,1934.25,418.0,5403.0
2014-06-05,1910.5,1925.25,1906.25,1923.5,13.0,1923.5,542.0,5221.0
2014-06-04,1906.5,1911.25,1901.5,1910.75,3.5,1910.5,69.0,5184.0
2014-06-03,1905.75,1908.25,1901.5,1908.25,0.25,1907.0,64.0,5149.0
2014-06-02,1905.25,1908.75,1899.0,1907.0,0.5,1906.75,586.0,4921.0
2014-05-30,1902.0,1906.5,1899.0,1903.75,3.5,1906.25,71.0,4903.0
2014-05-29,1894.0,1903.0,1892.75,1902.0,8.75,1902.75,1259.0,4390.0
2014-05-28,1893.25,1898.75,1890.25,1894.0,,1894.0,75.0,4347.0
2014-05-27,1883.0,1894.75,1883.0,1894.5,12.25,1894.0,94.0,4283.0
2014-05-23,1876.0,1883.75,1874.75,1881.5,6.75,1881.75,51.0,4246.0
2014-05-22,1871.75,1878.75,1868.5,1875.25,5.0,1875.0,114.0,4230.0
2014-05-21,1852.0,1871.25,1851.25,1868.75,17.0,1870.0,156.0,4112.0
2014-05-20,1864.5,1869.25,1850.25,1853.5,14.25,1853.0,58.0,4107.0
2014-05-19,1862.5,1867.5,1851.0,1866.75,7.5,1867.25,74.0,4092.0
2014-05-16,1848.25,1860.25,1847.0,1860.25,7.25,1859.75,81.0,4054.0
2014-05-15,1868.75,1873.25,1844.75,1852.0,17.75,1852.5,83.0,4030.0
2014-05-14,1880.75,1881.75,1867.0,1870.75,9.0,1870.25,55.0,3988.0
2014-05-13,1878.0,1883.0,1877.5,1879.5,1.5,1879.25,125.0,3884.0
2014-05-12,1860.25,1878.75,1860.25,1878.75,19.25,1877.75,168.0,3667.0
2014-05-09,1855.5,1859.5,1848.25,1859.5,1.25,1858.5,24.0,3663.0
2014-05-08,1860.0,1869.75,1850.75,1855.5,2.0,1857.25,77.0,3670.0
2014-05-07,1847.25,1860.0,1840.0,1859.5,10.0,1859.25,67.0,3690.0
2014-05-06,1861.75,1866.25,1847.5,1849.25,11.5,1849.25,51.0,3690.0
2014-05-05,1855.5,1864.25,1846.25,1862.75,1.25,1860.75,23.0,3547.0
2014-05-02,1864.0,1870.0,1857.75,1857.75,3.25,1859.5,42.0,3439.0
2014-05-01,1863.75,1867.0,1857.5,1864.25,0.25,1862.75,1523.0,2307.0
2014-04-30,1854.75,1864.5,1851.75,1864.5,6.0,1863.0,91.0,2279.0
2014-04-29,1855.5,1860.0,1850.75,1855.75,6.0,1857.0,17.0,2276.0
2014-04-28,1850.0,1856.25,1830.0,1851.25,5.75,1851.0,38.0,2277.0
2014-04-25,1856.5,1856.5,1839.0,1845.5,13.0,1845.25,26.0,2273.0
2014-04-24,1863.75,1866.75,1849.5,1858.5,0.25,1858.25,13.0,2272.0
2014-04-23,1858.0,1865.5,1853.5,1865.25,1.0,1858.0,18.0,2276.0
2014-04-22,1847.0,1863.0,1846.5,1858.75,9.5,1859.0,29.0,2273.0
2014-04-21,1844.25,1850.0,1842.25,1849.5,6.5,1849.5,13.0,2262.0
2014-04-17,1835.0,1848.0,1832.0,1843.0,5.25,1843.0,69.0,2265.0
2014-04-16,1826.5,1841.25,1826.5,1838.0,13.25,1837.75,126.0,2179.0
2014-04-15,1808.5,1828.5,1797.0,1828.25,15.0,1824.5,47.0,2178.0
2014-04-14,1790.0,1812.5,1788.75,1810.0,12.75,1809.5,38.0,2165.0
2014-04-11,1813.5,1816.75,1793.0,1796.25,15.5,1796.75,60.0,2151.0
2014-04-10,1848.0,1852.25,1809.25,1814.5,37.75,1812.25,999.0,1188.0
2014-04-09,1833.5,1851.0,1829.5,1850.75,19.75,1850.0,21.0,1189.0
2014-04-08,1823.0,1833.5,1816.75,1830.25,6.75,1830.25,27.0,1191.0
2014-04-07,1844.5,1846.0,1820.5,1824.75,22.0,1823.5,67.0,1183.0
2014-04-04,1870.0,1880.0,1841.75,1847.0,23.0,1845.5,42.0,1185.0
2014-04-03,1867.0,1872.25,1861.5,1869.5,0.25,1868.5,8.0,1184.0
2014-04-02,1866.25,1871.0,1862.5,1868.5,5.0,1868.25,92.0,1188.0
2014-04-01,1856.0,1863.75,1848.25,1863.5,13.25,1863.25,22.0,1187.0
2014-03-31,1842.75,1853.0,1842.75,1849.5,14.0,1850.0,9.0,1170.0
2014-03-28,1838.0,1844.5,1838.0,1835.75,9.75,1836.0,8.0,1168.0
2014-03-27,1832.0,1833.5,1820.0,1828.5,2.0,1826.25,33.0,1162.0
2014-03-26,1845.0,1853.5,1827.5,1829.5,16.5,1828.25,9.0,672.0
2014-03-25,1836.5,1847.25,1834.0,1844.25,9.75,1844.75,96.0,654.0
2014-03-24,1842.75,1851.25,1827.5,1835.5,7.5,1835.0,28.0,656.0
2014-03-21,1853.5,1862.0,1841.25,1844.0,9.5,1842.5,45.0,660.0
2014-03-20,1834.5,1851.5,1831.0,1851.25,14.0,1852.0,35.0,653.0
2014-03-19,1852.0,1852.75,1828.25,1836.0,11.25,1838.0,169.0,531.0
2014-03-18,1842.5,1851.75,1832.0,1849.75,13.0,1849.25,28.0,516.0
2014-03-17,1816.75,1840.5,1810.0,1837.0,17.75,1836.25,30.0,499.0
2014-03-14,1830.0,1831.0,1819.25,1819.25,6.75,1818.5,38.0,475.0
2014-03-13,1849.25,1851.5,1821.5,1825.75,20.75,1825.25,5.0,472.0
2014-03-12,1839.5,1845.5,1834.0,1845.5,2.5,1846.0,275.0,221.0
2014-03-11,1850.0,1850.0,1849.75,1850.0,12.0,1843.5,1.0,170.0
2014-03-10,1848.0,1852.0,1848.0,1852.0,1.0,1855.5,7.0,169.0
2014-03-07,,1857.5,,1857.5,1.5,1856.5,0.0,166.0
2014-03-06,1855.5,1858.0,1855.5,1855.25,3.75,1855.0,5.0,162.0
2014-03-05,1854.0,1854.0,1848.5,1850.5,0.75,1851.25,1.0,160.0
2014-03-04,1850.0,1850.0,1850.0,1850.0,28.5,1850.5,4.0,164.0
2014-03-03,,,1824.5,1824.5,14.5,1822.0,0.0,163.0
2014-02-28,1831.5,1843.5,1828.0,1837.5,3.75,1836.5,5.0,166.0
2014-02-27,1825.0,1832.5,1817.5,1832.5,12.0,1832.75,16.0,164.0
2014-02-26,1829.5,1830.25,1818.75,1821.25,4.25,1820.75,3.0,163.0
2014-02-25,1828.0,1828.0,1818.0,1824.0,0.25,1825.0,7.0,168.0
2014-02-24,1821.0,1833.75,1810.0,1823.5,11.75,1824.75,9.0,170.0
2014-02-21,,,,,2.0,1813.0,0.0,169.0
2014-02-20,1803.25,1820.0,1802.25,1818.0,10.5,1815.0,15.0,168.0
2014-02-19,,,,,12.0,1804.5,0.0,167.0
2014-02-18,1814.0,1815.25,1813.75,1813.75,2.5,1816.5,4.0,170.0
2014-02-14,1797.5,1815.0,1797.5,,,1814.0,7.0,173.0
2014-02-13,1794.5,1801.25,1783.75,,,1803.5,3.0,171.0
2014-02-12,1790.75,1802.0,1790.75,,,1796.25,3.0,170.0
2014-02-11,1778.0,1796.5,1778.0,,,1792.5,9.0,173.0
2014-02-10,1771.0,1772.5,1767.5,,,1773.75,2.0,174.0
2014-02-07,1752.5,1771.5,1745.0,,,1772.5,23.0,175.0
2014-02-06,1736.0,1747.0,1736.0,,,1745.75,4.0,176.0
2014-02-05,0.0,1727.75,1713.5,,,1723.0,0.0,174.0
2014-02-04,1720.0,1730.5,1720.0,,,1723.0,2.0,175.0
2014-02-03,1745.75,1761.5,1712.0,,,1712.0,14.0,171.0
2014-01-31,1760.75,1766.5,1743.5,,,1756.0,1.0,174.0
2014-01-30,1756.25,1771.25,1749.5,,,1761.5,39.0,174.0
2014-01-29,1761.0,1775.25,1751.0,,,1751.5,16.0,169.0
2014-01-28,1764.0,1769.75,1764.0,,,1768.5,4.0,168.0
2014-01-27,1766.0,1766.5,1753.25,,,1756.0,9.0,165.0
2014-01-24,1782.0,1806.75,1762.0,,,1762.5,9.0,161.0
2014-01-23,1811.0,1821.5,1796.25,,,1804.5,10.0,159.0
2014-01-22,0.0,1822.25,1817.25,,,1819.25,0.0,159.0
2014-01-21,1821.0,1825.0,1808.5,,,1819.0,6.0,154.0
2014-01-17,1815.0,1819.25,1811.75,,,1815.0,6.0,155.0
2014-01-16,1819.0,1822.5,1816.75,,,1817.0,7.0,155.0
2014-01-15,1819.0,1824.5,1819.0,,,1822.25,4.0,155.0
2014-01-14,1800.0,1813.25,1795.75,,,1813.5,32.0,138.0
2014-01-13,1800.0,1800.0,1791.75,,,1795.75,1.0,136.0
2014-01-10,1815.25,1817.5,1809.5,,,1818.0,10.0,132.0
2014-01-09,0.0,1816.5,1806.75,,,1813.5,0.0,132.0
2014-01-08,0.0,1812.25,1808.5,,,1813.0,0.0,132.0
2014-01-07,0.0,1813.5,0.0,,,1811.0,0.0,132.0
2014-01-06,0.0,1806.75,1801.25,,,1801.0,0.0,132.0
2014-01-03,0.0,1811.75,1802.5,,,1806.0,0.0,132.0
2014-01-02,1811.75,1811.75,1804.25,,,1807.0,7.0,130.0
2013-12-31,1819.75,1826.25,1819.75,,,1821.5,6.0,130.0
2013-12-30,1814.25,1816.75,1814.25,,,1815.0,1.0,130.0
2013-12-27,0.0,0.0,0.0,,,1816.25,0.0,130.0
2013-12-26,0.0,1810.5,0.0,,,1816.0,0.0,130.0
2013-12-24,0.0,0.0,0.0,,,1808.5,0.0,130.0
2013-12-23,1801.0,1801.0,1801.0,,,1802.25,1.0,130.0
2013-12-20,1787.25,1793.75,1787.25,,,1793.75,3.0,130.0
2013-12-19,1780.0,1780.0,1775.75,,,1781.5,3.0,129.0
2013-12-18,1756.25,1780.0,1749.0,,,1783.75,21.0,137.0
2013-12-17,1760.0,1760.5,1751.5,,,1752.5,10.0,137.0
2013-12-16,1755.5,1762.25,1743.5,,,1760.0,16.0,132.0
2013-12-13,1748.75,1750.5,1748.75,,,1748.25,8.0,130.0
2013-12-12,1750.0,1750.0,1749.75,,,1748.5,1.0,129.0
2013-12-11,1771.0,1771.0,1760.0,,,1754.5,2.0,128.0
2013-12-10,1778.5,1779.5,1778.5,,,1776.75,2.0,127.0
2013-12-09,0.0,1782.5,0.0,,,1782.5,0.0,129.0
2013-12-06,1770.75,1774.5,1770.75,,,1778.5,2.0,129.0
2013-12-05,1758.25,1758.25,1758.25,,,1757.5,5.0,126.0
2013-12-04,0.0,1766.0,1757.75,,,1765.25,0.0,126.0
2013-12-03,1767.5,1767.5,1760.0,,,1765.0,2.0,125.0
2013-12-02,1780.0,1780.0,1779.5,,,1773.25,2.0,120.0
2013-11-29,0.0,0.0,0.0,,,1777.5,0.0,120.0
2013-11-27,0.0,0.0,0.0,,,1777.75,0.0,120.0
2013-11-26,0.0,0.0,0.0,,,1775.25,0.0,120.0
2013-11-25,1779.0,1779.5,1774.25,,,1775.5,56.0,111.0
2013-11-22,0.0,1768.0,0.0,,,1774.5,0.0,111.0
2013-11-21,0.0,1762.5,0.0,,,1767.0,0.0,111.0
2013-11-20,0.0,1761.0,1754.75,,,1753.0,0.0,111.0
2013-11-19,0.0,0.0,1762.25,,,1758.75,0.0,111.0
2013-11-18,0.0,0.0,1765.75,,,1762.5,0.0,111.0
2013-11-15,0.0,1763.0,0.0,,,1767.25,0.0,111.0
2013-11-14,1755.0,1757.25,1755.0,,,1761.5,1.0,111.0
2013-11-13,0.0,1749.0,1734.0,,,1752.5,0.0,111.0
2013-11-12,0.0,0.0,1739.0,,,1738.5,0.0,111.0
2013-11-11,0.0,0.0,0.0,,,1741.25,0.0,111.0
2013-11-08,0.0,1725.5,1716.5,,,1739.5,0.0,111.0
2013-11-07,1735.0,1741.75,1722.25,,,1718.75,4.0,107.0
2013-11-06,0.0,1736.75,0.0,,,1739.25,0.0,107.0
2013-11-05,0.0,0.0,1731.0,,,1730.0,0.0,107.0
2013-11-04,0.0,1731.75,0.0,,,1736.5,0.0,107.0
2013-11-01,0.0,1728.0,0.0,,,1728.25,0.0,107.0
2013-10-31,0.0,0.0,1730.5,,,1724.5,0.0,107.0
2013-10-30,1741.75,1741.75,1728.0,,,1734.0,16.0,105.0
2013-10-29,0.0,1735.75,0.0,,,1740.75,0.0,105.0
2013-10-28,0.0,1730.75,0.0,,,1732.25,0.0,105.0
2013-10-25,0.0,0.0,0.0,,,1727.25,0.0,105.0
2013-10-24,0.0,1719.0,0.0,,,1722.0,0.0,105.0
2013-10-23,0.0,0.0,1714.5,,,1715.25,0.0,105.0
2013-10-22,0.0,1721.75,0.0,,,1722.75,0.0,105.0
2013-10-21,0.0,0.0,0.0,,,1711.5,0.0,105.0
2013-10-18,0.0,1705.25,0.0,,,1710.0,0.0,105.0
2013-10-17,0.0,1688.25,0.0,,,1701.25,0.0,105.0
2013-10-16,0.0,1668.5,0.0,,,1686.75,0.0,105.0
2013-10-15,0.0,1680.25,0.0,,,1665.5,0.0,105.0
2013-10-14,0.0,1673.75,1663.25,,,1677.75,0.0,105.0
2013-10-11,0.0,1663.25,1653.0,,,1672.5,0.0,105.0
2013-10-10,1635.25,1655.25,1635.25,,,1658.5,5.0,105.0
2013-10-09,0.0,1625.75,1619.75,,,1622.0,0.0,105.0
2013-10-08,0.0,1641.5,1626.25,,,1623.75,0.0,105.0
2013-10-07,0.0,0.0,1646.25,,,1641.0,0.0,105.0
2013-10-04,1642.75,1650.5,1642.75,,,1658.0,4.0,105.0
2013-10-03,0.0,0.0,1642.75,,,1643.0,0.0,105.0
2013-10-02,1649.25,1659.0,1649.25,,,1656.5,10.0,100.0
2013-10-01,0.0,1662.25,0.0,,,1662.75,0.0,100.0
2013-09-30,1647.75,1655.75,1644.5,,,1647.75,2.0,100.0
2013-09-27,0.0,1668.0,1658.25,,,1659.75,0.0,100.0
2013-09-26,0.0,1669.75,0.0,,,1667.0,0.0,100.0
2013-09-25,1666.5,1667.5,1661.75,,,1660.5,2.0,100.0
2013-09-24,0.0,1673.75,1664.75,,,1667.0,0.0,100.0
2013-09-23,1675.25,1675.25,1668.25,,,1667.25,100.0,0.0
2013-09-20,0.0,0.0,1680.75,,,1675.5,0.0,0.0
2013-09-19,0.0,0.0,0.0,,,1690.0,0.0,0.0
2013-09-18,0.0,0.0,0.0,,,1690.5,0.0,0.0
