YAHOO TICKER,COMPANY NAME,INDUSTRY,COUNTRY TRADED,EXCHANGE
DOW.MX,Dow Chemical Co,Chemicals - Major Diversified,Mexico,Mexico Stock Exchange
DOWB34.SA,Dow Chemical Co,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
D6U.SI,Dynamic Colours Ltd,Chemicals - Major Diversified,Singapore,Singapore Stock Exchange
EAC.DE,Eastman Chemical Co,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
EMN,Eastman Chemical Co.,Chemicals - Major Diversified,United States of America,
2341.HK,EcoGreen Fine Chemicals,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
EJF.DE,EcoGreen Fine Chemicals,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
BAUH217.SA,Elekeiroz SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA216.SA,Elekeiroz SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
ELLENBARR.BO,Ellenbarrie Industrial,Chemicals - Major Diversified,India,Bombay Stock Exchange
EMC1.DE,Ems-Chemie Holding AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
ENRT.L,Envirn Recycling Tech,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
CRS1.DE,Ercros SA,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
EPCP.PA,Explosifs et Produits,Chemicals - Major Diversified,France,Paris Stock Exchange
EXPL.PA,Explosifs et Produits,Chemicals - Major Diversified,France,Paris Stock Exchange
FISCHER.BO,Fischer Chemic Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
FMC,FMC Corp.,Chemicals - Major Diversified,United States of America,
FMQ.DE,FMC Corporation,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
FOSECO.BO,Foseco India Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
FOSECOIND.NS,Foseco India Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
FPE.DE,Fuchs Petrolub SE,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
FPE3.DE,Fuchs Petrolub SE,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
0546.HK,Fufeng Group Ltd.,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
FF,FutureFuel Corp.,Chemicals - Major Diversified,United States of America,
GEVO,"Gevo, Inc.",Chemicals - Major Diversified,United States of America,
GHCL.BO,GHCL Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
GHCL.NS,GHCL Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
GODREJIND.BO,Godrej Industries Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
GODREJIND.NS,Godrej Industries Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
BAUH301.SA,GPC Participacoes SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
0582.HK,Greenfield Chemical,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
POCHTECB.MX,Grupo Pochteca SAB de CV,Chemicals - Major Diversified,Mexico,Mexico Stock Exchange
GUJALKALI.BO,Gujarat Alkalies,Chemicals - Major Diversified,India,Bombay Stock Exchange
GUJALKALI.NS,Gujarat Alkalies,Chemicals - Major Diversified,India,National Stock Exchange of India
GSFC.BO,Gujarat Fertilizers&Chem.,Chemicals - Major Diversified,India,Bombay Stock Exchange
GSFC.NS,Gujarat Fertilizers&Chem.,Chemicals - Major Diversified,India,National Stock Exchange of India
GUJFLUORO.BO,Gujarat Fluorochemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
GUJFLUORO.NS,Gujarat Fluorochemicals Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
GULPOLY.BO,Gulshan Polyols Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
WAS.DE,H & R AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
HAIK.L,Haike Chemical Group Ltd,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
HAL.L,Halosource Inc,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
HALO.L,Halosource Inc,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
HDD.L,Hardide PLC,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
HIKAL.BO,Hikal Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
HIKAL.NS,Hikal Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
HIMCI.BO,Himadri Chemicals & Indus,Chemicals - Major Diversified,India,Bombay Stock Exchange
HINFLUR.BO,Hindustan Fluorocarbons Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
HIM.DE,Hitachi Chemical Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
HINDORG.BO,HOCL,Chemicals - Major Diversified,India,Bombay Stock Exchange
HOCL.NS,HOCL,Chemicals - Major Diversified,India,National Stock Exchange of India
0336.HK,Huabao International,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
CEY2.DE,Huabao Intl Hldgs,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
HTR.DE,Huntsman Corp,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
HUN,Huntsman Corporation,Chemicals - Major Diversified,United States of America,
INDIAGLYC.NS,India Glycols Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
INDIAGLYCOL.BO,India Glycols Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
INDOAMIN.BO,Indo Amines Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
INDOBORAX.BO,Indo Borax & Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
I93.DE,Indorama Ventures PLC,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
INSILCO.BO,Insilco Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
IEVM,Integrated Environmental Techn,Chemicals - Major Diversified,United States of America,
IPD.V,International Parkside,Chemicals - Major Diversified,Canada,TSX Venture Exchange
JAYCH.BO,Jayshree Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
JDORGO.BO,JD Orgochem Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
0549.HK,Jilin Qifeng Chemical Fib,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
C8R.SI,Jiutian Chemical Group Ltd,Chemicals - Major Diversified,Singapore,Singapore Stock Exchange
JOCIL.NS,Jocil Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
JYR.DE,JSR Corporation,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SDF.DE,K+S Aktiengesellschaft,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
KANORIAC.BO,Kanoria Chemicals,Chemicals - Major Diversified,India,Bombay Stock Exchange
KANORICHE.NS,Kanoria Chemicals,Chemicals - Major Diversified,India,National Stock Exchange of India
KANSAINER.NS,Kansai Nerolac Paints Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
KANSANERO.BO,Kansai Nerolac Paints Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
KEM.DE,Kemira Oyj,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
KESARPE.BO,Kesar Petroproducts Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
0148.HK,Kingboard Chemical,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
KGZ.DE,Kingboard Chemical Hldgs,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
0827.HK,Ko Yo Chemical (Group) Ltd,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
KOTHARIPE.NS,Kothari Petrochemicals Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
KUY.DE,Kuraray Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
LAFFANSQ.BO,Laffans Petrochemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
AH20.L,LG Chem Ltd,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
N7OL.DE,Lightbridge Corp,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
LIN.DE,Linde AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
LIN1.DE,Linde AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
LORDSCHLO.BO,Lords Chloro Alkali Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
LS3.DE,LSB Industries Inc,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
LXU,LSB Industries Inc.,Chemicals - Major Diversified,United States of America,
MANALIPE.BO,Manali Petrochemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
MANALIPET.NS,Manali Petrochemicals Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
MANGALAM.BO,Mangalam Drugs & Organics Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
MANGALAM.NS,Mangalam Drugs & Organics Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
DUJODPRO.BO,Mangalam Organics Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
METEX.PA,Metabolic Explorer,Chemicals - Major Diversified,France,Paris Stock Exchange
MX.TO,Methanex Corp,Chemicals - Major Diversified,Canada,Toronto Stock Exchange
MX5.DE,Methanex Corp,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
MEIL,Methes Energies International,Chemicals - Major Diversified,United States of America,
4FZ.DE,Mexichem SAB de CV,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
MEXCHEM.MX,Mexichem SAB de CV,Chemicals - Major Diversified,Mexico,Mexico Stock Exchange
MNK.DE,Minerals Technologies Inc,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
MTX,Minerals Technologies Inc.,Chemicals - Major Diversified,United States of America,
M3C.DE,Mitsubishi Chemical,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
MSI.DE,Mitsui Chemicals Inc,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
MULTIBASE.BO,Multibase India Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
MYSORPET.BO,Mysore Petro Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
NTG.DE,Nabaltec AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
NANX,Nanophase Technologies Corp.,Chemicals - Major Diversified,United States of America,
NATPEROX.BO,National Peroxide Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
NAVIN.BO,Navin Fluorine Intl,Chemicals - Major Diversified,India,Bombay Stock Exchange
NAVINFLUO.NS,Navin Fluorine Intl,Chemicals - Major Diversified,India,National Stock Exchange of India
NILCHEM.BO,Nilchem Industries Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
NP7.DE,Nippon Kayaku Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
N76.DE,Nippon Soda Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
NSC.DE,Nissan Chemical Industries Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
NOCIL.BO,NOCIL Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
NOCIL.NS,NOCIL Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
NPX.AX,Nuplex Industries Ltd,Chemicals - Major Diversified,Australia,Australian Stock Exchange
NPX.NZ,Nuplex Industries Ltd,Chemicals - Major Diversified,New Zeland,New Zealand Stock Exchange
OCIP,OCI Partners LP,Chemicals - Major Diversified,United States of America,
OHZ.DE,Omnia Holdings Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
ORIENTCQ.BO,Oriental Carbon,Chemicals - Major Diversified,India,Bombay Stock Exchange
OOIL,"OriginOil, Inc.",Chemicals - Major Diversified,United States of America,
ALPTC.PA,OspreyFrank PLC,Chemicals - Major Diversified,France,Paris Stock Exchange
PHILIPCA.BO,Phillips Carbon Black Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
PHILIPCAR.NS,Phillips Carbon Black Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
PHC.L,Plant Health Care PLC,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
PUZ.DE,Pongs & Zahn AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
PWN.AX,Potash West NL,Chemicals - Major Diversified,Australia,Australian Stock Exchange
PWNCA.AX,Potash West NL,Chemicals - Major Diversified,Australia,Australian Stock Exchange
PRATIKSH.BO,Pratiksha Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
PX,Praxair Inc.,Chemicals - Major Diversified,United States of America,
PRESSURS.BO,Pressure Sensitive System,Chemicals - Major Diversified,India,Bombay Stock Exchange
PCA.PA,Produits Chimiques,Chemicals - Major Diversified,France,Paris Stock Exchange
PACL.BO,Punjab Alkalies & Chem,Chemicals - Major Diversified,India,Bombay Stock Exchange
PUNJABCHE.NS,Punjab Chemicals,Chemicals - Major Diversified,India,National Stock Exchange of India
PUNJCHEM.BO,Punjab Chemicals,Chemicals - Major Diversified,India,Bombay Stock Exchange
PURE,"PURE Bioscience, Inc.",Chemicals - Major Diversified,United States of America,
MLQUD.PA,Quadrimex Chimie SA,Chemicals - Major Diversified,France,Paris Stock Exchange
RAMAPETR.BO,Rama Petrochemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
RYAM,Rayonier Advanced Materials In,Chemicals - Major Diversified,United States of America,
RCZ.DE,Recticel,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
REC.BR,Recticel,Chemicals - Major Diversified,United States of America,
REFEX.BO,Refex Industries Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
REFEX.NS,Refex Industries Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
REFNOL.BO,Refnol Resins & Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
RN9.DE,Rentech Inc,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
RTK,"Rentech, Inc.",Chemicals - Major Diversified,United States of America,
RESONANCE.BO,Resonance Specialties Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
RITESHIN.BO,Ritesh International Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
CBE.PA,Robertet,Chemicals - Major Diversified,France,Paris Stock Exchange
RBT.PA,Robertet,Chemicals - Major Diversified,France,Paris Stock Exchange
ROOPAIND.BO,Roopa Industries Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
RO5K.DE,Ropal Europe AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
BUF.DE,S&R Biogas Energiesysteme AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SECHE.BO,Secunderabad Healthcare Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
SGL.DE,SGL Carbon SE,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SHALMPAI.BO,Shalimar Paints Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
SHALPAINT.NS,Shalimar Paints Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
8329.HK,Shenzhen Neptunus,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
SEH.DE,Shin-Etsu Chemical Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SWD.DE,Showa Denko KK,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
5HH.SI,Sinjia Land Ltd,Chemicals - Major Diversified,Singapore,Singapore Stock Exchange
0395.HK,Sino Dragon New Energy,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
1033.HK,Sinopec Yizheng Chemical,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
YIZH.DE,Sinopec Yizheng Chemical,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SK1.DE,SKW Stahl-Metallurgie,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SK1A.DE,SKW Stahl-Metallurgie,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
QYM.DE,Sociedad Quimica Y Minera,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SOL.MI,Sol,Chemicals - Major Diversified,Italy,Milan Stock Exchange
SOLV.BR,Solvac,Chemicals - Major Diversified,United States of America,
INDU.BA,Solvay Indupa SA,Chemicals - Major Diversified,Argentina,Buenos Aires Stock Exchange
SOL.DE,Solvay SA,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SOLB.BR,Solvay SA,Chemicals - Major Diversified,United States of America,
SORB.L,Sorbic International PLC,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
SREERAYAL.BO,Sree Rayalaseema,Chemicals - Major Diversified,India,Bombay Stock Exchange
SRHHYPOLT.NS,Sree Rayalaseema,Chemicals - Major Diversified,India,National Stock Exchange of India
SREERAYA.BO,Sree Rayalaseema Alkalies,Chemicals - Major Diversified,India,Bombay Stock Exchange
CHMCRWN.BO,Standard Shoe Sole,Chemicals - Major Diversified,India,Bombay Stock Exchange
SMM.DE,Sumitomo Chemical Co Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
SUNITEE.BO,Sunitee Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
A7S.SI,SunVic Chemical Holdings Ltd,Chemicals - Major Diversified,Singapore,Singapore Stock Exchange
SUPPETRO.NS,Supreme Petrochem Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
SUPREMEPET.BO,Supreme Petrochem Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
SVCSUPE.BO,SVC Superchem Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
TCMLMTD.BO,T C M Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
TNPETRO.BO,Tamilnadu Petroproducts Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
TNPETRO.NS,Tamilnadu Petroproducts Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
TATACHEM.BO,Tata Chemicals Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
TATACHEM.NS,Tata Chemicals Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
TESB.BR,Tessenderlo Chemie NV,Chemicals - Major Diversified,United States of America,
TEZ.DE,Tessenderlo Chemie NV,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
DOW,The Dow Chemical Company,Chemicals - Major Diversified,United States of America,
0609.HK,Tiande Chemical Holdings Ltd.,Chemicals - Major Diversified,Hong Kong,Hong Kong Stock Exchange
TOS.DE,Tosoh Corp,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
TRANSPEK.BO,Transpek Industry Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
TET.L,Treatt PLC,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
A34.DE,Trecora Resources,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
TREC,Trecora Resources,Chemicals - Major Diversified,United States of America,
TROX,Tronox Limited,Chemicals - Major Diversified,United States of America,
UBE.DE,Ube Industries Ltd,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
ULTRAMAR.BO,Ultramarine & Pigments Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
BAUH746.SA,Unipar Carbocloro SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH747.SA,Unipar Carbocloro SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA745.SA,Unipar Carbocloro SA,Chemicals - Major Diversified,Brazil,BOVESPA - Sao Paolo Stock Exchange
UNIENTER.NS,Uniphos Enterprises Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
UNIPHOS.BO,Uniphos Enterprises Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
UNIVSTAR.BO,Universal Starch-Chem,Chemicals - Major Diversified,India,Bombay Stock Exchange
M6B1.DE,Uralkali PJSC,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
URKA.L,Uralkali PJSC,Chemicals - Major Diversified,United Kingdom,London Stock Exchange
VHI,"Valhi, Inc.",Chemicals - Major Diversified,United States of America,
VERITAS.BO,Veritas (India) Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
VINATIOR.BO,Vinati Organics Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
VINATIORG.NS,Vinati Organics Ltd,Chemicals - Major Diversified,India,National Stock Exchange of India
VIVIDIND.BO,Vivid Global Industries Ltd,Chemicals - Major Diversified,India,Bombay Stock Exchange
WCH.DE,Wacker Chemie AG,Chemicals - Major Diversified,Germany,XETRA Stock Exchange
WLKP,Westlake Chemical Partners LP,Chemicals - Major Diversified,United States of America,
