,description,displaySymbol,symbol,source,Exch_name
2265,OXFORD INSTRUMENTS,OX3.SG,OX3.SG,SG,BOERSE STUTTGART
2266,"Advanced Emissions Solutions, Inc",OXQ1.SG,OXQ1.SG,SG,BOERSE STUTTGART
2267,OZ MINERALS (OXR.SG),OXR.SG,OXR.SG,SG,BOERSE STUTTGART
2268,DELTA AIR LINES (OYC.SG),OYC.SG,OYC.SG,SG,BOERSE STUTTGART
2269,PACIFIC BASIN SHIP (OYD.SG),OYD.SG,OYD.SG,SG,BOERSE STUTTGART
2270,PPC -NPV- (OZV2.SG),OZV2.SG,OZV2.SG,SG,BOERSE STUTTGART
2271,PACIFIC BIO CA (P09.SG),P09.SG,P09.SG,SG,BOERSE STUTTGART
2272,PIAGGIO & C (P1I.SG),P1I.SG,P1I.SG,SG,BOERSE STUTTGART
2273,PENINSULA ENERG (P1M.SG),P1M.SG,P1M.SG,SG,BOERSE STUTTGART
2274,PETROFAC (P2F.SG),P2F.SG,P2F.SG,SG,BOERSE STUTTGART
2275,PARTNERS GRP HLDG N (P2H.SG),P2H.SG,P2H.SG,SG,BOERSE STUTTGART
2276,POLYCHEM INDONESIA (P2I.SG),P2I.SG,P2I.SG,SG,BOERSE STUTTGART
2277,PREMIER GOLD MINES (P2O.SG),P2O.SG,P2O.SG,SG,BOERSE STUTTGART
2278,PARROT (P2W.SG),P2W.SG,P2W.SG,SG,BOERSE STUTTGART
2279,PANTHEON RESOURCES (P3K.SG),P3K.SG,P3K.SG,SG,BOERSE STUTTGART
2280,POLYTEC HOLDING (P4N.SG),P4N.SG,P4N.SG,SG,BOERSE STUTTGART
2281,PLAN OPTIK (P4O.SG),P4O.SG,P4O.SG,SG,BOERSE STUTTGART
2282,PERSEUS MINING (P4Q.SG),P4Q.SG,P4Q.SG,SG,BOERSE STUTTGART
2283,CANADA RARE EARTH (P4XA.SG),P4XA.SG,P4XA.SG,SG,BOERSE STUTTGART
2284,Plus500 Ltd,P55.SG,P55.SG,SG,BOERSE STUTTGART
2285,PELAYARAN TEMPURAN (P5TA.SG),P5TA.SG,P5TA.SG,SG,BOERSE STUTTGART
2286,PROTON POWER SYS (P6K.SG),P6K.SG,P6K.SG,SG,BOERSE STUTTGART
2287,PURA VIDA ENERG (P6V.SG),P6V.SG,P6V.SG,SG,BOERSE STUTTGART
2288,PEACH PROPERTY REG. (P6Z.SG),P6Z.SG,P6Z.SG,SG,BOERSE STUTTGART
2289,PRIMELINE ENERGY (P7K.SG),P7K.SG,P7K.SG,SG,BOERSE STUTTGART
2290,PSP SWISS PROPERT N (P7S.SG),P7S.SG,P7S.SG,SG,BOERSE STUTTGART
2291,PETRONEFT RES (P8ET.SG),P8ET.SG,P8ET.SG,SG,BOERSE STUTTGART
2292,WELLGREEN PLATINUM (P94P.SG),P94P.SG,P94P.SG,SG,BOERSE STUTTGART
2293,PRIMAG (P9R.SG),P9R.SG,P9R.SG,SG,BOERSE STUTTGART
2294,PAN AMER SILVER (PA2.SG),PA2.SG,PA2.SG,SG,BOERSE STUTTGART
2295,PAION (PA8.SG),PA8.SG,PA8.SG,SG,BOERSE STUTTGART
2296,TRAVLR COMP (PA9.SG),PA9.SG,PA9.SG,SG,BOERSE STUTTGART
2297,PACCAR (PAE.SG),PAE.SG,PAE.SG,SG,BOERSE STUTTGART
2298,GLINTT-GLOBAL INT. (PAJA.SG),PAJA.SG,PAJA.SG,SG,BOERSE STUTTGART
2299,PARKER-HANNIFIN CO. (PAR.SG),PAR.SG,PAR.SG,SG,BOERSE STUTTGART
2300,Parity Group plc,PAY1.SG,PAY1.SG,SG,BOERSE STUTTGART
2301,POLYMET MINING (PB3.SG),PB3.SG,PB3.SG,SG,BOERSE STUTTGART
2302,PRECISE BIOMETRICS (PBCB.SG),PBCB.SG,PBCB.SG,SG,BOERSE STUTTGART
2303,PRANA BIOTECHNOLOGY (PBN.SG),PBN.SG,PBN.SG,SG,BOERSE STUTTGART
2304,PITNEY BOWES (PBW.SG),PBW.SG,PBW.SG,SG,BOERSE STUTTGART
2305,PETROCHINA -H-  (PC6.SG),PC6.SG,PC6.SG,SG,BOERSE STUTTGART
2306,CDN PACIFIC RAILWAY (PC8.SG),PC8.SG,PC8.SG,SG,BOERSE STUTTGART
2307,ENCANA (PCD1.SG),PCD1.SG,PCD1.SG,SG,BOERSE STUTTGART
2308,PRICELINE GROUP (PCE1.SG),PCE1.SG,PCE1.SG,SG,BOERSE STUTTGART
2309,PG&E (PCG.SG),PCG.SG,PCG.SG,SG,BOERSE STUTTGART
2310,SOUTHERN COPPER (PCU.SG),PCU.SG,PCU.SG,SG,BOERSE STUTTGART
2311,PAYCHEX INC (PCX.SG),PCX.SG,PCX.SG,SG,BOERSE STUTTGART
2312,PATTERSON COS (PD2.SG),PD2.SG,PD2.SG,SG,BOERSE STUTTGART
2313,PEGAS NONWO RG (PD5.SG),PD5.SG,PD5.SG,SG,BOERSE STUTTGART
2314,PRO DV (PDA.SG),PDA.SG,PDA.SG,SG,BOERSE STUTTGART
2315,PDL BIOPHARMA (PDL.SG),PDL.SG,PDL.SG,SG,BOERSE STUTTGART
2316,PATTERSON-UTI ENRGY (PE1.SG),PE1.SG,PE1.SG,SG,BOERSE STUTTGART
2317,EXELON (PEO.SG),PEO.SG,PEO.SG,SG,BOERSE STUTTGART
2318,PEPSICO (PEP.SG),PEP.SG,PEP.SG,SG,BOERSE STUTTGART
2319,PERNOD RICARD (PER.SG),PER.SG,PER.SG,SG,BOERSE STUTTGART
2320,PEARSON (PES.SG),PES.SG,PES.SG,SG,BOERSE STUTTGART
2321,PEUGEOT (PEU.SG),PEU.SG,PEU.SG,SG,BOERSE STUTTGART
2322,PC-TEL (PEW.SG),PEW.SG,PEW.SG,SG,BOERSE STUTTGART
2323,PFIZER (PFE.SG),PFE.SG,PFE.SG,SG,BOERSE STUTTGART
2324,PALFINGER (PFI.SG),PFI.SG,PFI.SG,SG,BOERSE STUTTGART
2325,PACIFIC CENTURY (PFQ.SG),PFQ.SG,PFQ.SG,SG,BOERSE STUTTGART
2326,PFEIFFER VACU TECH (PFV.SG),PFV.SG,PFV.SG,SG,BOERSE STUTTGART
2327,PRINCIPAL FINANCIAL (PG4.SG),PG4.SG,PG4.SG,SG,BOERSE STUTTGART
2328,PERUSAHAAN GAS -B- (PGB1.SG),PGB1.SG,PGB1.SG,SG,BOERSE STUTTGART
2329,POLIGRAFICA S. F. (PGC.SG),PGC.SG,PGC.SG,SG,BOERSE STUTTGART
2330,PARGESA HLDG (PGH1.SG),PGH1.SG,PGH1.SG,SG,BOERSE STUTTGART
2331,TOWNGAS CHINA (PGJ.SG),PGJ.SG,PGJ.SG,SG,BOERSE STUTTGART
2332,PARAGON (PGN.SG),PGN.SG,PGN.SG,SG,BOERSE STUTTGART
2333,PROGENICS PHARM (PGP.SG),PGP.SG,PGP.SG,SG,BOERSE STUTTGART
2334,PETROLEUM GEO (PGS1.SG),PGS1.SG,PGS1.SG,SG,BOERSE STUTTGART
2335,Pilot Gold Inc,PGW.SG,PGW.SG,SG,BOERSE STUTTGART
2336,PRI HEALTH CARE  (PGZ.SG),PGZ.SG,PGZ.SG,SG,BOERSE STUTTGART
2337,PHARMING GROUP (PHGN.SG),PHGN.SG,PHGN.SG,SG,BOERSE STUTTGART
2338,ROY.PHILIPS (PHI1.SG),PHI1.SG,PHI1.SG,SG,BOERSE STUTTGART
2339,ALTRIA GROUP (PHM7.SG),PHM7.SG,PHM7.SG,SG,BOERSE STUTTGART
2340,PHOT-ME INTL (PHQ.SG),PHQ.SG,PHQ.SG,SG,BOERSE STUTTGART
2341,PHOTOCURE (PHS.SG),PHS.SG,PHS.SG,SG,BOERSE STUTTGART
2342,HAULOTTE GROUP (PHT.SG),PHT.SG,PHT.SG,SG,BOERSE STUTTGART
2343,PETROPAVLOVSK (PHZ.SG),PHZ.SG,PHZ.SG,SG,BOERSE STUTTGART
2344,PRIMERICA (PI7.SG),PI7.SG,PI7.SG,SG,BOERSE STUTTGART
2345,PICK'N PAY STORES (PIK.SG),PIK.SG,PIK.SG,SG,BOERSE STUTTGART
2346,PICC GRP CN -H- (PIR.SG),PIR.SG,PIR.SG,SG,BOERSE STUTTGART
2347,PROACT IT GROUP (PIU.SG),PIU.SG,PIU.SG,SG,BOERSE STUTTGART
2348,PICC PROPERTY -H- (PJC.SG),PJC.SG,PJC.SG,SG,BOERSE STUTTGART
2349,PICO FAR EAST HLDGS (PJFB.SG),PJFB.SG,PJFB.SG,SG,BOERSE STUTTGART
2350,BUMI RESOURCES -A- (PJM.SG),PJM.SG,PJM.SG,SG,BOERSE STUTTGART
2351,X5 RTL SP GDR REG-S (PJP.SG),PJP.SG,PJP.SG,SG,BOERSE STUTTGART
2352,PIPER JAFFRAY (PJR.SG),PJR.SG,PJR.SG,SG,BOERSE STUTTGART
2353,PETROBRAS (PJXC.SG),PJXC.SG,PJXC.SG,SG,BOERSE STUTTGART
2354,PATRICK INDUSTR. (PK2.SG),PK2.SG,PK2.SG,SG,BOERSE STUTTGART
2355,BASILEA PHARMACEU N (PK5.SG),PK5.SG,PK5.SG,SG,BOERSE STUTTGART
2356,Packaging Corporation of America,PKA.SG,PKA.SG,SG,BOERSE STUTTGART
2357,PARK & BELLH  (PKB.SG),PKB.SG,PKB.SG,SG,BOERSE STUTTGART
2358,Rusoro Mining Ltd,PKJ2.SG,PKJ2.SG,SG,BOERSE STUTTGART
2359,PERKINELMER (PKN.SG),PKN.SG,PKN.SG,SG,BOERSE STUTTGART
2360,PKNORLEN  (PKY1.SG),PKY1.SG,PKY1.SG,SG,BOERSE STUTTGART
2361,POLARIS INDS (PL6.SG),PL6.SG,PL6.SG,SG,BOERSE STUTTGART
2362,CAPITALAND (PLF.SG),PLF.SG,PLF.SG,SG,BOERSE STUTTGART
2363,PRUDENTIAL FINANCL (PLL.SG),PLL.SG,PLL.SG,SG,BOERSE STUTTGART
2364,PLUG POWER (PLUN.SG),PLUN.SG,PLUN.SG,SG,BOERSE STUTTGART
2365,POLYMETAL INTL (PM6.SG),PM6.SG,PM6.SG,SG,BOERSE STUTTGART
2366,PTC (PMTA.SG),PMTA.SG,PMTA.SG,SG,BOERSE STUTTGART
2367,NOS (PMV.SG),PMV.SG,PMV.SG,SG,BOERSE STUTTGART
2368,MARINE HARVEST (PND.SG),PND.SG,PND.SG,SG,BOERSE STUTTGART
2369,PNE WIND N (PNE3.SG),PNE3.SG,PNE3.SG,SG,BOERSE STUTTGART
2370,Pininfarina SpA (PNF.SG),PNF.SG,PNF.SG,SG,BOERSE STUTTGART
2371,PIONEER NATURAL RES (PNK.SG),PNK.SG,PNK.SG,SG,BOERSE STUTTGART
2372,PAN ORIENT ENERGY (PNO.SG),PNO.SG,PNO.SG,SG,BOERSE STUTTGART
2373,Ponsse Oyj,PNS.SG,PNS.SG,SG,BOERSE STUTTGART
2374,DERICHEBOURG (PNU.SG),PNU.SG,PNU.SG,SG,BOERSE STUTTGART
2375,"Pescanova, S.A",PNV.SG,PNV.SG,SG,BOERSE STUTTGART
2376,PINE TECH HLDGS (PNY.SG),PNY.SG,PNY.SG,SG,BOERSE STUTTGART
2377,BALLARD POWER SYS (PO0.SG),PO0.SG,PO0.SG,SG,BOERSE STUTTGART
2378,PROSTEN TECHNOLOGY (PO1.SG),PO1.SG,PO1.SG,SG,BOERSE STUTTGART
2379,NAVIGATOR COMPANY (PO9.SG),PO9.SG,PO9.SG,SG,BOERSE STUTTGART
2380,PROOFPOINT (POF.SG),POF.SG,POF.SG,SG,BOERSE STUTTGART
2381,CARNIVAL (POH1.SG),POH1.SG,POH1.SG,SG,BOERSE STUTTGART
2382,PAPA JOHNS INTL (PP1.SG),PP1.SG,PP1.SG,SG,BOERSE STUTTGART
2383,POPULAR (PP4A.SG),PP4A.SG,PP4A.SG,SG,BOERSE STUTTGART
2384,PPL (PP9.SG),PP9.SG,PP9.SG,SG,BOERSE STUTTGART
2385,Next Digital Limited (PPK.SG),PPK.SG,PPK.SG,SG,BOERSE STUTTGART
2386,PANNERGY NYRT. (PPL.SG),PPL.SG,PPL.SG,SG,BOERSE STUTTGART
2387,KERING (PPX.SG),PPX.SG,PPX.SG,SG,BOERSE STUTTGART
2388,PETREL RESOURCES (PQ4.SG),PQ4.SG,PQ4.SG,SG,BOERSE STUTTGART
2389,STARPHARMA HOLDINGS (PQ6.SG),PQ6.SG,PQ6.SG,SG,BOERSE STUTTGART
2390,BANK MANDIRI (PQ9.SG),PQ9.SG,PQ9.SG,SG,BOERSE STUTTGART
2391,Patriot Scientific Corporation,PQE.SG,PQE.SG,SG,BOERSE STUTTGART
2392,PREMIER OIL (PQQB.SG),PQQB.SG,PQQB.SG,SG,BOERSE STUTTGART
2393,BIOTAGE (PQX1.SG),PQX1.SG,PQX1.SG,SG,BOERSE STUTTGART
2394,PERCEPTRON (PR5.SG),PR5.SG,PR5.SG,SG,BOERSE STUTTGART
2395,PRECISION DRILLING (PRE.SG),PRE.SG,PRE.SG,SG,BOERSE STUTTGART
2396,PROCTER&GAMBLE (PRG.SG),PRG.SG,PRG.SG,SG,BOERSE STUTTGART
2397,PROSEGUR (PRHA.SG),PRHA.SG,PRHA.SG,SG,BOERSE STUTTGART
2398,RALPH LAUREN-A (PRL.SG),PRL.SG,PRL.SG,SG,BOERSE STUTTGART
2399,PRADA (PRP.SG),PRP.SG,PRP.SG,SG,BOERSE STUTTGART
2400,PRUDENTIAL (PRU.SG),PRU.SG,PRU.SG,SG,BOERSE STUTTGART
2401,PHOENIX SOLAR (PS4.SG),PS4.SG,PS4.SG,SG,BOERSE STUTTGART
2402,PriceSmart Inc. (PS8.SG),PS8.SG,PS8.SG,SG,BOERSE STUTTGART
2403,PP LONDON SUMATRA (PS9A.SG),PS9A.SG,PS9A.SG,SG,BOERSE STUTTGART
2404,PSI F.PR.U.SYS N (PSAN.SG),PSAN.SG,PSAN.SG,SG,BOERSE STUTTGART
2405,PUBL SVCS ENTERPR (PSE.SG),PSE.SG,PSE.SG,SG,BOERSE STUTTGART
2406,DAPHNE INTL HLDGS (PSX.SG),PSX.SG,PSX.SG,SG,BOERSE STUTTGART
2407,PHAROL (PTCA.SG),PTCA.SG,PTCA.SG,SG,BOERSE STUTTGART
2408,PALATIN TECHNOLOGY (PTNA.SG),PTNA.SG,PTNA.SG,SG,BOERSE STUTTGART
2409,BANK PAN INDONESIA (PTQ.SG),PTQ.SG,PTQ.SG,SG,BOERSE STUTTGART
2410,PUBLICIS GROUPE (PU4.SG),PU4.SG,PU4.SG,SG,BOERSE STUTTGART
2411,PULTEGROUP (PU7.SG),PU7.SG,PU7.SG,SG,BOERSE STUTTGART
2412,PUBLIC POWER (PU8.SG),PU8.SG,PU8.SG,SG,BOERSE STUTTGART
2413,PANCONTINENTAL OIL (PUB.SG),PUB.SG,PUB.SG,SG,BOERSE STUTTGART
2414,"Biosearch, S.A",PUL.SG,PUL.SG,SG,BOERSE STUTTGART
2415,PUMA (PUM.SG),PUM.SG,PUM.SG,SG,BOERSE STUTTGART
2416,CIPUTRA DEVT (PUWA.SG),PUWA.SG,PUWA.SG,SG,BOERSE STUTTGART
2417,pSivida Corp,PV3A.SG,PV3A.SG,SG,BOERSE STUTTGART
2418,PIERRE ET VACANCES (PV6.SG),PV6.SG,PV6.SG,SG,BOERSE STUTTGART
2419,CEVA (PVJA.SG),PVJA.SG,PVJA.SG,SG,BOERSE STUTTGART
2420,POWERLONG REAL ESTA (PW5.SG),PW5.SG,PW5.SG,SG,BOERSE STUTTGART
2421,PROGRESS-WERK (PWO.SG),PWO.SG,PWO.SG,SG,BOERSE STUTTGART
2422,SHANDONG MOLONG -H- (PXI.SG),PXI.SG,PXI.SG,SG,BOERSE STUTTGART
2423,PIXELWORKS (PXLX.SG),PXLX.SG,PXLX.SG,SG,BOERSE STUTTGART
2424,PHOENIX MECANO (PXM.SG),PXM.SG,PXM.SG,SG,BOERSE STUTTGART
2425,Poolia AB (publ),PXO.SG,PXO.SG,SG,BOERSE STUTTGART
2426,POLYONE (PY9.SG),PY9.SG,PY9.SG,SG,BOERSE STUTTGART
2427,WAYSIDE TECH GRP (PYA.SG),PYA.SG,PYA.SG,SG,BOERSE STUTTGART
2428,PYI CORPORATION (PYW.SG),PYW.SG,PYW.SG,SG,BOERSE STUTTGART
2429,PT Tempo Scan Pacific Tbk,PYZA.SG,PYZA.SG,SG,BOERSE STUTTGART
2430,"RAVE Restaurant Group, Inc. (PZ",PZ1.SG,PZ1.SG,SG,BOERSE STUTTGART
2431,Piraeus Port Authority S.A,PZE.SG,PZE.SG,SG,BOERSE STUTTGART
2432,SCHERZER & CO (PZS.SG),PZS.SG,PZS.SG,SG,BOERSE STUTTGART
2433,PING AN INS -H- (PZX.SG),PZX.SG,PZX.SG,SG,BOERSE STUTTGART
2434,QUANTA SERVICES (QAA.SG),QAA.SG,QAA.SG,SG,BOERSE STUTTGART
2435,QANTAS AIRWAYS (QAN.SG),QAN.SG,QAN.SG,SG,BOERSE STUTTGART
2436,QUIRIN BANK (QB7.SG),QB7.SG,QB7.SG,SG,BOERSE STUTTGART
2437,QBE INSUR.GROUP (QBE.SG),QBE.SG,QBE.SG,SG,BOERSE STUTTGART
2438,Caltagirone SpA,QCG.SG,QCG.SG,SG,BOERSE STUTTGART
2439,QUALCOMM (QCI.SG),QCI.SG,QCI.SG,SG,BOERSE STUTTGART
2440,QUEST DIAGNOSTICS (QDI.SG),QDI.SG,QDI.SG,SG,BOERSE STUTTGART
2441,Questerre Energy Corporation,QE1.SG,QE1.SG,SG,BOERSE STUTTGART
2442,MULTI INDOCITRA (QF9.SG),QF9.SG,QF9.SG,SG,BOERSE STUTTGART
2443,MONTEZUMA MINING (QFP.SG),QFP.SG,QFP.SG,SG,BOERSE STUTTGART
2444,MULTISTRADA ARAH SA (QGH.SG),QGH.SG,QGH.SG,SG,BOERSE STUTTGART
2445,MITRA ADIPERKASA (QGI.SG),QGI.SG,QGI.SG,SG,BOERSE STUTTGART
2446,DAI-ICHI LIFE (QHH.SG),QHH.SG,QHH.SG,SG,BOERSE STUTTGART
2447,QIAGEN NV (QIA.SG),QIA.SG,QIA.SG,SG,BOERSE STUTTGART
2448,QINGLING MOTORS -H- (QIN.SG),QIN.SG,QIN.SG,SG,BOERSE STUTTGART
2449,CIT GROUP (QIT1.SG),QIT1.SG,QIT1.SG,SG,BOERSE STUTTGART
2450,QIWI SP ADS (QIW.SG),QIW.SG,QIW.SG,SG,BOERSE STUTTGART
2451,ISS (QJQ.SG),QJQ.SG,QJQ.SG,SG,BOERSE STUTTGART
2452,Chip Eng Seng Corporation Ltd,QK5.SG,QK5.SG,SG,BOERSE STUTTGART
2453,QUICKLOGIC (QKL.SG),QKL.SG,QKL.SG,SG,BOERSE STUTTGART
2454,QUIDEL (QL1.SG),QL1.SG,QL1.SG,SG,BOERSE STUTTGART
2455,BONTERRA ENERGY (QNC1.SG),QNC1.SG,QNC1.SG,SG,BOERSE STUTTGART
2456,SOL S.p.A,QOL.SG,QOL.SG,SG,BOERSE STUTTGART
2457,PEC (QPE.SG),QPE.SG,QPE.SG,SG,BOERSE STUTTGART
2458,QUATERRA RESOURCES (QR2.SG),QR2.SG,QR2.SG,SG,BOERSE STUTTGART
2459,Smiths Group plc,QS2A.SG,QS2A.SG,SG,BOERSE STUTTGART
2460,STRAUMANN HLDG N (QS5.SG),QS5.SG,QS5.SG,SG,BOERSE STUTTGART
2461,QSC N (QSC.SG),QSC.SG,QSC.SG,SG,BOERSE STUTTGART
2462,SHS Holdings Ltd,QSH.SG,QSH.SG,SG,BOERSE STUTTGART
2463,Sheng Siong Group Ltd,QSS.SG,QSS.SG,SG,BOERSE STUTTGART
2464,SCSK (QSU.SG),QSU.SG,QSU.SG,SG,BOERSE STUTTGART
2465,EDENRED (QSV.SG),QSV.SG,QSV.SG,SG,BOERSE STUTTGART
2466,PADAENG IND NVDR (QU5A.SG),QU5A.SG,QU5A.SG,SG,BOERSE STUTTGART
2467,QINETIQ GROUP (QY6.SG),QY6.SG,QY6.SG,SG,BOERSE STUTTGART
2468,AERCAP HOLD (R1D.SG),R1D.SG,R1D.SG,SG,BOERSE STUTTGART
2469,BRAMBLES (R1H.SG),R1H.SG,R1H.SG,SG,BOERSE STUTTGART
2470,BASS METALS (R2F.SG),R2F.SG,R2F.SG,SG,BOERSE STUTTGART
2471,REC SILICON (R3Q.SG),R3Q.SG,R3Q.SG,SG,BOERSE STUTTGART
2472,RAVEN RUSSIA (R4M.SG),R4M.SG,R4M.SG,SG,BOERSE STUTTGART
2473,SHANGHAI PRI MACH-H (R4P.SG),R4P.SG,R4P.SG,SG,BOERSE STUTTGART
2474,ROCKHOPPER EXPLOR (R4Y.SG),R4Y.SG,R4Y.SG,SG,BOERSE STUTTGART
2475,PHILLIPS 66 (R66.SG),R66.SG,R66.SG,SG,BOERSE STUTTGART
2476,ROYAL DUTCH SHELL-A (R6C.SG),R6C.SG,R6C.SG,SG,BOERSE STUTTGART
2477,ROYAL DUTCH SHELL-B (R6C3.SG),R6C3.SG,R6C3.SG,SG,BOERSE STUTTGART
2478,ROCKWOOL INT. -B- (R90.SG),R90.SG,R90.SG,SG,BOERSE STUTTGART
2479,REA GROUP (R9C.SG),R9C.SG,R9C.SG,SG,BOERSE STUTTGART
2480,BAYSWATER URAN (R9U2.SG),R9U2.SG,R9U2.SG,SG,BOERSE STUTTGART
2481,RATIONAL (RAA.SG),RAA.SG,RAA.SG,SG,BOERSE STUTTGART
2482,CHINA RARE EARTH (RAE.SG),RAE.SG,RAE.SG,SG,BOERSE STUTTGART
2483,RADIAN GROUP (RAG.SG),RAG.SG,RAG.SG,SG,BOERSE STUTTGART
2484,RAKUTEN (RAK.SG),RAK.SG,RAK.SG,SG,BOERSE STUTTGART
2485,RADCOM (RAM.SG),RAM.SG,RAM.SG,SG,BOERSE STUTTGART
2486,RAISIO -V- (RATV.SG),RATV.SG,RATV.SG,SG,BOERSE STUTTGART
2487,RAIFF BANK INTER (RAW.SG),RAW.SG,RAW.SG,SG,BOERSE STUTTGART
2488,RALLYE (RAY.SG),RAY.SG,RAY.SG,SG,BOERSE STUTTGART
2489,"Renewable Energy Group, Inc. (R",RBE1.SG,RBE1.SG,SG,BOERSE STUTTGART
2490,RYL CARIBBEAN CRU (RC8.SG),RC8.SG,RC8.SG,SG,BOERSE STUTTGART
2491,TELEPERFORMANCE  (RCF.SG),RCF.SG,RCF.SG,SG,BOERSE STUTTGART
2492,ROGERS COMM -B- (RCIB.SG),RCIB.SG,RCIB.SG,SG,BOERSE STUTTGART
2493,RECTICEL (RCZ.SG),RCZ.SG,RCZ.SG,SG,BOERSE STUTTGART
2494,SIRIUS XM HLDGS (RDO.SG),RDO.SG,RDO.SG,SG,BOERSE STUTTGART
2495,REMGRO (RE7.SG),RE7.SG,RE7.SG,SG,BOERSE STUTTGART
2496,AMERIGO RESOURCES (RE8.SG),RE8.SG,RE8.SG,SG,BOERSE STUTTGART
2497,ARAFURA RESOURCES (REB.SG),REB.SG,REB.SG,SG,BOERSE STUTTGART
2498,Colas SA,REP.SG,REP.SG,SG,BOERSE STUTTGART
2499,RECORDATI (RER1.SG),RER1.SG,RER1.SG,SG,BOERSE STUTTGART
2500,RENISHAW (REW.SG),REW.SG,REW.SG,SG,BOERSE STUTTGART
2501,"Prismaflex International, S.A",RFX.SG,RFX.SG,SG,BOERSE STUTTGART
2502,ROYAL GOLD (RG3.SG),RG3.SG,RG3.SG,SG,BOERSE STUTTGART
2503,REGENBOGEN (RGB.SG),RGB.SG,RGB.SG,SG,BOERSE STUTTGART
2504,REGAL HOTEL INTL (RH6B.SG),RH6B.SG,RH6B.SG,SG,BOERSE STUTTGART
2505,RHOEN-KLINIKUM (RHK.SG),RHK.SG,RHK.SG,SG,BOERSE STUTTGART
2506,RHEINMETALL (RHM.SG),RHM.SG,RHM.SG,SG,BOERSE STUTTGART
2507,REGAL PET (RHN.SG),RHN.SG,RHN.SG,SG,BOERSE STUTTGART
2508,ROCHE HLDG (RHO.SG),RHO.SG,RHO.SG,SG,BOERSE STUTTGART
2509,ROCHE HLDG DR (RHO5.SG),RHO5.SG,RHO5.SG,SG,BOERSE STUTTGART
2510,BLACKBERRY (RI1.SG),RI1.SG,RI1.SG,SG,BOERSE STUTTGART
2511,RIGEL PHARM (RI2A.SG),RI2A.SG,RI2A.SG,SG,BOERSE STUTTGART
2512,POET TECHNOLOGIES (RI4.SG),RI4.SG,RI4.SG,SG,BOERSE STUTTGART
2513,RIBER  (RI7.SG),RI7.SG,RI7.SG,SG,BOERSE STUTTGART
2514,RICOH (RIC1.SG),RIC1.SG,RIC1.SG,SG,BOERSE STUTTGART
2515,GEDEON RICHTER (RIG2.SG),RIG2.SG,RIG2.SG,SG,BOERSE STUTTGART
2516,RIETER HLDG N (RIHN.SG),RIHN.SG,RIHN.SG,SG,BOERSE STUTTGART
2517,RIO TINTO (RIO1.SG),RIO1.SG,RIO1.SG,SG,BOERSE STUTTGART
2518,RICARDO (RIR.SG),RIR.SG,RIR.SG,SG,BOERSE STUTTGART
2519,RICHEMONT N (RITN.SG),RITN.SG,RITN.SG,SG,BOERSE STUTTGART
2520,BAINS MER MONAC N (RJ8.SG),RJ8.SG,RJ8.SG,SG,BOERSE STUTTGART
2521,TALISMAN MINING (RJA.SG),RJA.SG,RJA.SG,SG,BOERSE STUTTGART
2522,STRIKE ENERGY (RJN.SG),RJN.SG,RJN.SG,SG,BOERSE STUTTGART
2523,SLTR EXPL&ROYLT (RJO.SG),RJO.SG,RJO.SG,SG,BOERSE STUTTGART
2524,AKR CORPORINDO (RK6A.SG),RK6A.SG,RK6A.SG,SG,BOERSE STUTTGART
2525,PROSPECT CAPTL (RK8.SG),RK8.SG,RK8.SG,SG,BOERSE STUTTGART
2526,RED 5 (RKM.SG),RKM.SG,RKM.SG,SG,BOERSE STUTTGART
2527,PT Ricky Putra Globalindo Tbk,RKP.SG,RKP.SG,SG,BOERSE STUTTGART
2528,ROK Stars PLC,RKS.SG,RKS.SG,SG,BOERSE STUTTGART
2529,SUMITOMO REALTY DEV (RL2.SG),RL2.SG,RL2.SG,SG,BOERSE STUTTGART
2530,MAIL.RU GROUP,RL9A.SG,RL9A.SG,SG,BOERSE STUTTGART
2531,RAMBUS (RMB.SG),RMB.SG,RMB.SG,SG,BOERSE STUTTGART
2532,REMY COINTREAU (RMC.SG),RMC.SG,RMC.SG,SG,BOERSE STUTTGART
2533,RESMED (RME.SG),RME.SG,RME.SG,SG,BOERSE STUTTGART
2534,RABA (RMV1.SG),RMV1.SG,RMV1.SG,SG,BOERSE STUTTGART
2535,RAMSAY HEALTH CARE (RMY.SG),RMY.SG,RMY.SG,SG,BOERSE STUTTGART
2536,RUSSEL METALS (RMZ.SG),RMZ.SG,RMZ.SG,SG,BOERSE STUTTGART
2537,REN (RN4.SG),RN4.SG,RN4.SG,SG,BOERSE STUTTGART
2538,REGIONS FINANCIAL (RN7.SG),RN7.SG,RN7.SG,SG,BOERSE STUTTGART
2539,RANK GROUP (RNKA.SG),RNKA.SG,RNKA.SG,SG,BOERSE STUTTGART
2540,RENAULT (RNL.SG),RNL.SG,RNL.SG,SG,BOERSE STUTTGART
2541,REALNETWORKS (RNWA.SG),RNWA.SG,RNWA.SG,SG,BOERSE STUTTGART
2542,YAMANA GOLD (RNY.SG),RNY.SG,RNY.SG,SG,BOERSE STUTTGART
2543,ROXI PETROLEUM (RO1.SG),RO1.SG,RO1.SG,SG,BOERSE STUTTGART
2544,AS ROMA (RO9.SG),RO9.SG,RO9.SG,SG,BOERSE STUTTGART
2545,SELECT SANDS (ROG.SG),ROG.SG,ROG.SG,SG,BOERSE STUTTGART
